author,word1,word2,source
743,virginia,slim,CC
730,blot,ink,CC
730,flashlight,batteries,CC
732,dig,dug,CC
743,aaron,allston,CC
727,tent,camping,CC
728,wire,down,CC
736,virus,scanword association game reached 500 pages today,CC
730,servings,calories,CC
736,after,before,CC
737,police,officer,CC
743,rumrunner,prohibition,CC
727,astro,boy,CC
727,mouser,cat,CC
736,and beyond,bed,CC
727,action,comics,CC
736,dawg,pound,CC
723,iron,maiden,CC
730,ann,gables,CC
723,clown,school,CC
743,owlman,batman,CC
743,composition,design,CC
727,babel,tower,CC
737,new world,old school,CC
728,white tiger,puerto rico,CC
746,new,fangled,CC
730,carp,river,CC
730,nipple,shocking,CC
737,drops,parachute,CC
724,stampede,calgary,CC
737,border,patrol,CC
727,tam,o'shanter,CC
737,irish,scottish,CC
746,cigar,tintin,CC
736,steroids,enhancement,CC
743,dependent,upon,CC
723,orange,fruit,CC
728,new york yankees,dodgers,CC
734,train,smoke,CC
728,voters,sheeple,CC
736,brotherhood,sisterhood,CC
731,lexicon,knowledge,CC
737,conceited,jerk,CC
743,rock lobster,thermidor,CC
743,susan,sarandon,CC
730,where,waldo,CC
750,children,corn,CC
743,temperature,celsius,CC
728,repeat,cycle,CC
743,composer,symphony,CC
736,po,tinky-winky,CC
728,underwear,outside,CC
743,land,ho,CC
743,myth,legend,CC
727,odd,fellows,CC
728,unnatural,jedi,CC
730,cricket,boring,CC
736,wine,spirits,CC
737,quandary,puzzle,CC
743,kracken,squid,CC
730,door,hinges,CC
743,hugs,cuddles,CC
731,savage land,ka-zar,CC
724,employment,application,CC
723,doctor,strong,CC
743,nashville,tennessee,CC
730,design,plan,CC
743,off,piste,CC
737,master,disaster,CC
728,boat,life,CC
742,point,click,CC
730,novel,unique,CC
746,and,ampersand,CC
746,betelgeuse,beetlejuice,CC
736,wrestling,belt,CC
736,book,journals,CC
723,horse,national velvet,CC
730,the hedgehog,spines,CC
737,bacchanal,dionysus,CC
736,johnny rivers,summer rain,CC
742,roy,rob,CC
736,temper,angry,CC
728,spirits,eisners,CC
736,club,soda,CC
731,delay,train,CC
743,pleaser,strip,CC
746,back,door,CC
736,pants,slacks,CC
730,batman,goddamn,CC
728,climbing,hillary,CC
742,chance,monopoly,CC
727,tailgate,party,CC
736,disinfectant,soap,CC
742,book,comic,CC
743,rationalizing,weasel word,CC
728,fingers,toes,CC
723,siegfried,roy,CC
743,dog,house,CC
727,bird,on it,CC
730,medal,muttley,CC
723,order,chaos,CC
723,infrared,invisible,CC
724,frank,lloyd,CC
723,irving,forbush,CC
730,mind,games,CC
728,holst,betelgeuse,CC
743,law,order,CC
743,down,syndrome,CC
758,frog,throat,CC
746,drowning,frame by frame,CC
743,strategic air command,air force,CC
723,rattle,snake plissken,CC
730,bones,doctor,CC
743,alchemist,transmutation,CC
723,darren hint,robinsonhe's one of the rappers in this group,CC
730,fishing,line,CC
723,grand,lovesyay,CC
746,handle,love,CC
743,pony,smack,CC
727,saul,damascus,CC
728,unicorns,narwhal,CC
736,o,oh henry,CC
746,night,owl,CC
742,favour,godfather,CC
743,priest,cassock,CC
724,microbe,organism,CC
728,double act,godot,CC
736,baklava,pastry,CC
737,conscience,sub,CC
743,beer,goggles,CC
751,static,reception,CC
743,records,archives,CC
728,breeding,impeccable,CC
743,game,hunting,CC
730,origin,species,CC
751,self,reflection,CC
743,total,recall,CC
736,sick,fever,CC
730,frank,castle,CC
743,bell,ringer,CC
736,cowboy,dallas,CC
727,power,plant,CC
724,french,fries,CC
728,cancer,leo,CC
736,sargeant,york,CC
743,head,games,CC
737,urinated,yellow snow,CC
723,daryl,strawberry,CC
737,fickle,particular,CC
743,kenny loggins,enterprise,CC
728,natural,mister,CC
736,card,credit,CC
723,murray,head,CC
742,tennis,elbow,CC
743,pauper,twain,CC
736,cheese,whiz,CC
743,root,shag,CC
728,snuff,styx,CC
728,needle,camel,CC
742,counterfeit,money,CC
737,vineyard,wine,CC
728,osborn,donny and marie,CC
736,trousers,slacks,CC
727,hole,black,CC
731,semiramis,babylon,CC
743,anti-christ,omen,CC
743,dictum,obiter,CC
759,monday's,manic,CC
723,houdini,harry,CC
730,rahul lama,llama,CC
743,nickname,epigraph,CC
743,law,order,CC
743,booze,liquor,CC
743,rock,granite,CC
723,woodpecker,bird,CC
746,djinn,efreeti,CC
727,neuron,brain,CC
743,craft,mythos,CC
746,janet,brad,CC
743,magnesium,flare,CC
743,ultravox,pop,CC
723,kitchen,food,CC
727,astro city,busiek,CC
737,stomach,ulcer,CC
743,deity,god,CC
723,uncouth,untutored,CC
743,beer,lager,CC
746,lee marvin,dirty dozen,CC
743,cone,ice cream,CC
728,engels,labor,CC
746,money,funny,CC
730,quartet,string,CC
730,fondling,groping,CC
736,oblong,elongated i hope someone here post,CC
723,edinburgh,shop assistants,CC
723,irreconcilable,incompatible,CC
727,card,deck,CC
725,grove,ingals,CC
730,insides,organs,CC
746,one,this,CC
723,virgin,records,CC
727,9th doctor,who,CC
723,pirate,roberts,CC
738,trapeze,flying,CC
723,vulcan,gesture,CC
736,weasel,pop,CC
728,in-betweener,black and white,CC
728,seat,parliament,CC
743,eros,cupid,CC
737,chick,pea,CC
743,chicken,feed,CC
723,gargle,mouthwash,CC
727,sign,post,CC
746,master,blaster,CC
743,inhale,exhale,CC
737,robin,bird,CC
727,star wars,jedi,CC
743,services,rendered,CC
743,law,order,CC
723,free,design,CC
736,cosby,actress,CC
746,snarf,snafu,CC
743,organism,lifeform,CC
737,pass,interception,CC
746,monica,lewinsky,CC
743,tyres,whitewall,CC
742,jolly,santa,CC
728,shoes,snow,CC
743,blimp,colonel,CC
743,game,venison,CC
737,steam,punk,CC
727,lake,wobegon,CC
731,rapper,microphone,CC
743,touchstone,test,CC
724,who,when,CC
727,wasp,sting,CC
728,maker,knife,CC
724,overdue,recognition,CC
743,mustache,handlebar,CC
748,cartoon,tattoo,CC
723,spam,shrubbery,CC
737,prometheus,fire,CC
742,fibro,fiber,CC
727,salt,shaker,CC
728,case,lawyer,CC
727,screwdriver,hammer,CC
743,order,new world,CC
737,lie,persuasive,CC
737,shuffle,feet,CC
736,onward,upward,CC
746,brushes,sable,CC
736,compass,direction,CC
723,mutual,slump,CC
728,games,lies and deceit,CC
743,tea,cup,CC
723,wall-mart,death,CC
743,rat,catcher,CC
746,obsolete,vestigial-m,CC
724,spandau,ballet,CC
727,pen,paper,CC
742,spam,alot,CC
730,guy,smiley,CC
727,yorkshire,pudding,CC
743,madeleine,smallest,CC
723,sitcom,a different world,CC
746,legends,arthur,CC
743,charlie-m,chan,CC
723,loan,payback,CC
723,fox,hound,CC
728,arnold,back,CC
724,pinnochio,aristocats,CC
743,shaolin,soccer,CC
759,steed,trusty,CC
743,magazine,powder,CC
728,foyer,justice,CC
728,back,bacon,CC
728,down,feather,CC
728,bordeaux,charles martel,CC
728,squad,mod,CC
743,advantage,tennis,CC
737,soprano,tenor,CC
727,cochrane,johnny,CC
743,boots,chemist,CC
723,eternal,fickle,CC
723,japanese,kami,CC
743,lunch,sandwich,CC
743,master,cylinder,CC
743,intercontinental,ballistic,CC
743,davy,jones,CC
727,detective,comics,CC
723,cigarette,lighter,CC
736,miniature,golf,CC
737,he-man,she-ra,CC
743,beard,whiskers,CC
743,arc,light,CC
736,hawthorn,novelist,CC
731,lava,volcano,CC
736,water,ice,CC
728,ringmaster,hypnosis,CC
746,daiquiri,banana,CC
728,twist,ending,CC
743,moon,lunar,CC
743,frog,ribbit,CC
723,a different world,soap,CC
746,pastiche,howard,CC
743,bigotry,hatred,CC
737,command,decision,CC
736,opar,city,CC
743,wife,marriage,CC
746,pencil,two,CC
746,knight,templar,CC
730,conscience,jiminy,CC
728,dolls,molls,CC
736,de sinclair,mod squad,CC
727,olympics,medals,CC
730,d,coat,CC
742,spades,hearts,CC
728,reaper,night,CC
742,hive,bees,CC
723,secret,squirrel,CC
743,norwich,norfolk,CC
728,musiccrosby,spheres,CC
730,construction,worker,CC
751,veterinarian,garfield,CC
724,cooper,manning,CC
728,motivation,poster,CC
724,android,vision,CC
746,jones,the d,CC
743,doctor,crippen,CC
724,fruit,cup,CC
743,donald,bradman,CC
723,dickens,boo,CC
728,apotheosis,fireworks,CC
723,bleach,detergent,CC
742,bug,spider,CC
743,america,yank,CC
730,uncomplicated,basic,CC
742,live,dead,CC
742,future,delorean,CC
728,penis,shiva,CC
730,fatigue,chronic,CC
727,finch,gold,CC
730,chongo,danger,CC
730,rodent,gnawing,CC
728,woman,frailty,CC
727,corporal,punishment,CC
743,rocky,balboa,CC
728,teacher,pain,CC
743,kind of blue,sad,CC
743,movie,hollywood,CC
743,sour,grapes,CC
737,rodney,dangerfield,CC
727,saw,see,CC
746,stairs,spiral,CC
728,shield,fury,CC
730,fist,punch,CC
743,zamboula,conan,CC
743,apollo,eleven,CC
743,peter,parker,CC
743,doors,sliding,CC
743,folly,gazebo,CC
743,needle,thread,CC
724,taxes,revolt,CC
727,basic,training,CC
743,doubt,self,CC
737,house,boat,CC
736,mercury,venus,CC
742,amnesia,trope,CC
736,futurama,pizza,CC
742,gaga,googoo,CC
742,demote,rank,CC
743,sandwich,earl,CC
723,zilch,nada,CC
743,jeffersons,thomas,CC
743,lorry,driver,CC
728,defeat,agony,CC
743,forum,penthouse,CC
743,dali,moustache,CC
723,lewis,clark,CC
728,critic,everyone,CC
746,talk show,daily,CC
723,cake,candle,CC
728,wight,walker,CC
732,myself,i,CC
742,loanshark,shorty,CC
728,switch,blade,CC
746,wales,cymru,CC
723,convent,peach,CC
723,feathers,tickle,CC
736,mindmeld,voice interface,CC
743,old school,traditional,CC
742,shaking,hands,CC
737,tomahtoes,tow mater,CC
723,god,angel,CC
737,islands,krakoa,CC
743,brightness,contrast,CC
743,laboratory,test tube,CC
723,mrs,me,CC
743,brau,beer,CC
736,england,tea,CC
737,courtney,cox,CC
743,energy,balance,CC
723,fury,captain britain,CC
737,welcome,back,CC
736,poe,edgar allen,CC
743,ear,muff,CC
743,power,insanity,CC
743,confusing,disorienting,CC
723,cold,hot,CC
737,puppets,sock,CC
728,beetlejuice,echo,CC
724,thankless,task,CC
723,tarot,xanadu,CC
728,hose,pants,CC
728,tutu,archbishop,CC
743,collaboration,international,CC
723,omen,prophesier,CC
742,menu,myth,CC
736,spiral,notebook,CC
743,call me ishamael,moby dick,CC
730,spanish,castle,CC
727,museum,art,CC
736,boy,girl,CC
736,feet,inch,CC
730,soup,bowl,CC
743,candid,offguard,CC
743,creol,new orleans,CC
724,wraith,wight,CC
723,denys,cowan,CC
743,right,wing,CC
743,apollo,starbuck,CC
724,mego,museum,CC
723,honey,pooh,CC
742,phlox,enterprise,CC
737,disaster,annihilation,CC
746,strawberry,cocaine,CC
736,stevens,darren hint,CC
730,tank top,singlet,CC
728,globe,hamlet,CC
743,jada pinkett smith,will smith,CC
727,cape,horn,CC
743,bald,toupee,CC
736,jiminy,cricket,CC
743,crossbow,operation,CC
746,morality,play,CC
743,oil,massage,CC
743,gadget,inspector,CC
730,cymbals,drums,CC
743,encounters,close,CC
742,phone,dial,CC
746,money,dark side,CC
731,bates motel,norman,CC
724,barely,there,CC
728,mine,all,CC
743,blade,razor,CC
728,tiger,bouncing,CC
727,awards,academy,CC
727,wanted,poster,CC
728,merlin,incubus,CC
737,federation,starfleet,CC
730,letters,correspondence,CC
728,panama,salvador,CC
743,transplant,liver,CC
728,duck,necrophilia,CC
724,zevon,werewolves,CC
743,slippery,slope,CC
743,leaping,frog,CC
736,darkness,brightness,CC
723,reason,emotions,CC
743,beyond,2000,CC
743,sale,auction,CC
743,wall,berlin,CC
743,writer,paperback,CC
746,subscribers,patron,CC
723,she-ra,zebra,CC
727,sand,castle,CC
743,morals,loose,CC
727,samuel,adams,CC
731,raining,umbrella,CC
746,recurring,chronic,CC
743,happy,ending,CC
743,megaliths,stonehenge,CC
746,doe,deer,CC
743,back,magazine,CC
736,twilight,evening,CC
743,jeans,blue,CC
723,toilet,sink,CC
723,aircraft carrier,kenny loggins,CC
742,sac,santa,CC
737,niblett,corn,CC
727,granite,countertop,CC
723,cabinet,government,CC
743,phoney,hoax,CC
746,panties,bunch,CC
737,methamphetamine,crystal,CC
742,acadia,creol,CC
742,slave,collar,CC
743,solomon,wisdom,CC
723,mass quantities,coneheads,CC
727,toast,butter,CC
730,rash,skin,CC
736,nile,river,CC
743,nuts,bolts,CC
728,obiter,bar,CC
743,ditko,steve,CC
736,blazer,jacket,CC
743,pint,glass,CC
742,1984,orwelian,CC
728,mist,shadows,CC
723,powder,bum,CC
731,stick,predator,CC
736,gavel,sound block,CC
730,loving,virginia,CC
728,primates,bishops,CC
743,three hour tour,minnow,CC
736,face,pro wrestling,CC
743,tags,it,CC
743,margret,mead,CC
746,price,right,CC
728,christmas,sweet,CC
736,blackjack,split,CC
723,stand,still,CC
736,never,neverending story,CC
728,force,midichlorians,CC
736,poncho,poncherello,CC
743,bodybuilder,steroids,CC
743,anywhere,everywhere,CC
746,pop,weasel,CC
737,purple,people eater,CC
731,lobe,ear,CC
743,holding,blackjack,CC
743,cobra,commander,CC
736,julie,andrews,CC
736,birthday,cake,CC
727,squirts,supersoaker,CC
743,stallone,sylvester,CC
730,asylum,records,CC
728,darryl,squirrels,CC
743,hawk,hawthorn,CC
743,spice,islands,CC
737,science fiction,fantasy,CC
736,godot,engine,CC
730,box,empty,CC
743,simon,says,CC
730,charming,man,CC
737,glove,boot,CC
727,gutman,greenstreet,CC
743,effect,side,CC
743,duster,maid,CC
743,twenty-one,birthday,CC
743,bomb,dynamite,CC
736,studio 54,broadway,CC
743,call,back,CC
743,sesame,street,CC
728,gladiators,airplane,CC
736,peel,peel,CC
743,navigator,sextant,CC
723,bland,ann,CC
743,dunkin,macbeth,CC
728,gunner,vet,CC
730,rights,constitutional,CC
724,chicken ranch,dolly parton,CC
730,thinking,cap,CC
743,wainwright,rufus,CC
727,levi,jeans,CC
743,tell,william,CC
723,left,right,CC
728,pizza,street,CC
743,tintin,snowy,CC
737,circumstances,circumcision,CC
746,dylan,thomas,CC
730,till,tuesday,CC
727,underground,velvet,CC
728,fork,bicycle,CC
736,caveman,neanderthal,CC
743,cauldron,white,CC
743,look,learn,CC
743,oliver,cromwell,CC
736,wall,great,CC
724,study,examine,CC
742,see ya,be ya,CC
746,3,the mmms wants you,CC
736,acid,rain,CC
743,caulk,plank,CC
737,unlimited,imagination,CC
746,knot,gordian,CC
743,insect,bug,CC
743,disinformation,campaign,CC
723,fitness,yoga,CC
746,kent,state,CC
746,bride,frankenstein,CC
736,england,st,CC
737,again,repeat,CC
736,survivor,series,CC
728,murder,crow,CC
743,squirrel,nuts,CC
743,fingers,butter,CC
728,dot,com,CC
728,punk,lucky,CC
734,avenue q,play,CC
728,mushroom,itch,CC
746,harbor,fugitive,CC
746,kick,nuts,CC
737,gerard,butler,CC
736,secret,squirrel,CC
746,baby,papoose,CC
736,pea,green,CC
736,dogs,cats,CC
728,pitcher,beer,CC
736,yearning,hankering,CC
736,sound,nick,CC
743,friend,best,CC
743,minister,dexter,CC
737,end,begin,CC
736,courage,lion,CC
743,fighter,plane,CC
724,rushing,fraternity,CC
723,tornado,eye,CC
723,space,invaders,CC
723,hot,wasabi,CC
743,door,knob,CC
742,hoax,scam,CC
728,asimov,russia,CC
728,out,house,CC
723,trump,bridge,CC
743,chuck,throw,CC
743,eraser,rubber,CC
738,keeper,finder,CC
730,pin,needle,CC
743,wire,telegraph,CC
736,warning,signs,CC
730,caves,paintings,CC
743,cat,stevens,CC
743,untutored,uneducated,CC
743,ripper,street,CC
737,runs,walks,CC
746,fisher,denys,CC
746,employment,gainful,CC
746,speed,force,CC
746,wolf,howl,CC
743,submarine,torpedo,CC
743,rock,ages,CC
723,slim,shady,CC
743,measurement,ruler,CC
743,irish,mist,CC
743,evil,dead,CC
743,salad,crotons,CC
736,friend,companion,CC
728,ball,nut,CC
727,carpathia,mountains,CC
723,jacques,pterodactyl,CC
743,smash,mouth,CC
746,test tube,louise,CC
743,craggy isle,parish,CC
723,red,blonde,CC
736,again,another time,CC
743,pendulum,clock,CC
731,bishop,knight,CC
730,golf,club,CC
737,medals,awards,CC
723,money,dinero,CC
727,doris,evans,CC
728,sins,father,CC
736,baby,infant,CC
751,rank,file,CC
743,idea,light bulb,CC
728,fire,hole,CC
727,car,dealer,CC
723,magic,jyhad,CC
728,miracle,thermodynamic,CC
736,white,black,CC
730,throat,warbler,CC
728,x,spot,CC
746,sundial,megaliths,CC
746,bird,prey,CC
727,pumpkins,pie,CC
730,bid,price,CC
728,korea,chick,CC
743,cap,salary,CC
746,past,participle,CC
743,i raise you a,flute,CC
736,bowling,alley,CC
746,house,brick,CC
746,death,equalizer,CC
743,income,tax,CC
742,junction,conjunction,CC
728,jive,shaft,CC
728,clear,cache,CC
737,dance,boogie,CC
743,pinball,flippers,CC
737,dreamer,of worlds,CC
738,carry,harry,CC
723,ley,alignment,CC
743,mother,hubbard,CC
743,play,date,CC
743,winos,turpentine,CC
746,pop-up,video,CC
730,rocksteady,jamaica,CC
737,frighten,scared,CC
736,order,law,CC
737,athletics,scholarship,CC
743,square,oblong,CC
736,place,show,CC
743,blower,leaf,CC
736,white,black,CC
730,pen,mightier,CC
730,fashion,police,CC
723,coneheads,zebra head,CC
743,valor,courage,CC
736,medal,honor,CC
743,me,myself,CC
742,span,hand,CC
743,move,dance,CC
737,wisdom,teeth,CC
743,hardy boys,dixon,CC
743,sally,forth,CC
743,gaga,lady,CC
748,bloody,mary,CC
743,bone,blood,CC
736,computer,windows,CC
730,drill,sargeant,CC
746,city,state,CC
742,good,bad,CC
743,krunk,hip,CC
723,whims,wish,CC
743,book,jacket,CC
736,bloodhound,tracking,CC
743,haunted,mansion,CC
736,pathfinder,trailblazer,CC
743,fenway,park,CC
727,wash,tubbs,CC
730,zero,zilch,CC
723,triangles,square,CC
727,taste,good,CC
723,burrows,tunnel,CC
736,baby,bottle,CC
724,spaghetti,supper,CC
743,beebop,rocksteady,CC
736,sexy,pleasing,CC
743,space,outer,CC
728,savings,retirement,CC
727,waterford,donna,CC
737,nuggets,gold,CC
730,biceps,dumbell,CC
743,motors,engines,CC
727,straw,man,CC
723,gun,annie,CC
743,hammer,mike,CC
743,jedi,force,CC
727,water,fall,CC
723,maple leaf,gardens,CC
734,mints,seinfeld,CC
723,man,woman,CC
723,numbers,calculator,CC
743,snakes,ladders,CC
746,puppet,mr,CC
737,diminutive,microcosm,CC
737,heartthrob,desire,CC
743,rome,italy,CC
743,mad,world,CC
727,charles,xavier,CC
723,cup,teaspoon,CC
723,guitar,glenn branca,CC
736,tippy-toe,ballet,CC
743,month,year,CC
730,cowboy,boots,CC
742,minister,priest,CC
728,queen,mercury,CC
743,bomber,command,CC
742,mad max,mel gibson,CC
738,monkeys,band,CC
743,amsterdam,hash,CC
728,wile e,sisyphus,CC
736,waiting,delay,CC
743,half,pint,CC
727,grundy,solomon,CC
737,trick,illusion,CC
743,trains,station,CC
746,knack,knick,CC
736,courtroom,judge,CC
728,death star,trench,CC
728,west,wild,CC
723,purge,eliminate,CC
746,apes,gorillas,CC
736,beard,james harden,CC
730,beetle,paul,CC
746,lemons,pledge,CC
730,tablespoon,measurement,CC
728,canal,birth,CC
743,big top,tent,CC
736,shiver,freezing,CC
743,lamb,skin,CC
727,pine,cone,CC
730,italiano,pizza,CC
730,schultz,peanuts,CC
736,daley,minder,CC
723,simonson,louise,CC
730,matter,substance,CC
723,lou reed,sterling morrison,CC
723,pint,guinness,CC
727,iceberg,lettuce,CC
727,gorge,columbia,CC
743,dug,law,CC
730,equalizer,amplifier,CC
723,junior,mints,CC
736,voodoo,doll,CC
753,ocean,mother,CC
736,who,on first,CC
723,booster,nos,CC
743,barbacue,steak,CC
736,old,ancient,CC
736,light,heavy,CC
723,bell,pavlo,CC
743,judge,judy,CC
728,drop out,gates,CC
746,wand,pentacles,CC
730,kitchen,sink,CC
743,facsimile,fax,CC
743,syndrome,china,CC
728,damned,beautiful,CC
724,blues,nordiques,CC
730,brand,boston,CC
727,police,officer,CC
743,hawthorne,scarlet,CC
728,shield,prophylactic,CC
724,mod,mad,CC
746,pet,sounds,CC
743,contact,clear,CC
737,element,lad,CC
737,software,hardware,CC
743,sugar,cube,CC
746,bananas,de sinclair,CC
727,creeping,phlox,CC
728,caledonian,thistle,CC
723,pillow,murder weapon,CC
743,saturdays,secret,CC
743,soul,immortal,CC
736,cycle,recurring,CC
746,monk,shaolin,CC
746,canal,panama,CC
746,tape,reel-to-reel,CC
746,show,missouri,CC
730,abacus,counting,CC
758,runestones,touchstone,CC
737,cigarettes,cancer,CC
723,hero,villian,CC
743,uh-oh,chongo,CC
736,salad,medals,CC
730,julie,schwartz,CC
737,gangster's girlfriend,a gangster's only true girlfriend is his gun,CC
730,officer,down,CC
723,jefferson,airplane,CC
746,secret agent,johnny rivers,CC
743,folly,dead man's,CC
743,story,moral,CC
737,canal,auditory,CC
737,sequel,prequel,CC
743,trump,card,CC
746,macbeth,anti-christ,CC
736,installment,loan,CC
743,tv,guide,CC
746,bird,magic,CC
746,clown,it,CC
743,hiking,trail,CC
737,tooth,fangs,CC
742,fire,place,CC
727,steel,sterling,CC
746,red,rum,CC
742,dough,green,CC
743,square,cube,CC
723,resistance,persistence,CC
724,times,sun,CC
743,nemus aricinum,latin,CC
728,jet,paul mccartney,CC
746,diamonds,forever,CC
730,viper pilot,apollo,CC
751,file,unsupported,CC
723,mercy,sisters,CC
737,moronic,idiocy,CC
742,less,none,CC
738,archbishop,desmond,CC
743,never,where,CC
743,fall,guy,CC
743,caerbannog,grail,CC
736,killer,whale,CC
736,fool's gold,pyrite,CC
743,unlimited,access,CC
737,nelson,eddy,CC
728,street,wall,CC
728,tights,super-heroes,CC
743,draculatoday is the 120th anniversary of the publication of bram stoker's novel,transylvania,CC
728,time,clobbering,CC
736,vodka,screwdriver,CC
737,incubus,cerebus,CC
736,handel,composer,CC
743,cat dancer,sexy,CC
742,error,eraser,CC
746,mysteries,hardy boys,CC
730,engine,trouble,CC
723,jazz,burgundy,CC
743,schwarzenegger,austrian,CC
730,money,root,CC
723,fish,stick,CC
746,kirby,crackle,CC
737,fone bone,funny bone,CC
727,canada,hockey,CC
743,origami,fold,CC
730,ottoman,empire,CC
736,lion,cowardly,CC
743,silver bullet,werewolf,CC
743,plane,propeller,CC
743,dice,craps,CC
736,minnow,skipper,CC
743,loser,sore,CC
736,shakespeare,writer,CC
743,trademark,brand,CC
746,space,opera,CC
730,disco,sucks,CC
743,glory,hole,CC
730,fink,doctor,CC
736,american,dream,CC
723,yoghurt,trugoy the dove,CC
746,astronomy,domine,CC
731,serial killers,ripper,CC
728,mine,spice,CC
746,ticket,punch,CC
743,jaws,james,CC
743,cough,drop,CC
743,men,women,CC
723,crop,top,CC
743,shoe,lace,CC
727,declination,decline,CC
730,suit,tie,CC
743,out,doors,CC
723,quiet,whisper,CC
737,cocaine,cowboy,CC
736,trousers,slacks,CC
743,double,d,CC
746,porter,joey,CC
743,skating,ice,CC
723,speedy,green arrow,CC
723,solstice,summer,CC
743,wailer,marley,CC
736,promise ring,olympic rings,CC
728,officer,gentleman,CC
728,globe,bard,CC
723,bananas,plantains,CC
736,hope,bob,CC
746,oath,breaker,CC
723,legs,shave,CC
723,lung,ironmust,CC
728,door,cellar,CC
743,conclusive,final,CC
743,with love,kisses,CC
737,feck,feckles,CC
738,gaiters,spats,CC
737,grotesque,ugly,CC
724,smile,grin,CC
730,personality,crisis,CC
743,weed,killer,CC
736,rifle,shotgun,CC
736,front,back,CC
731,potato,chips,CC
730,ore,mine,CC
736,reaction,feedback,CC
736,science,fiction,CC
743,weird,science,CC
730,hand,job,CC
736,remorse,guilt,CC
727,coffee,tea,CC
743,low rider,jeans,CC
723,office,space,CC
743,ice,cream,CC
743,humidor,cigar,CC
730,laugh,cry,CC
728,chevy chase,washington,CC
743,weasel,ferret,CC
743,fair,play,CC
737,punch,hawaiian,CC
738,halter,audrey hepburn,CC
728,plank,pirate,CC
759,blood,menstruation,CC
723,crows,murder,CC
724,wave,tidal,CC
737,slappy,happy,CC
724,devour,digest,CC
743,calculator,abacus,CC
743,heroin,opium,CC
746,pudding,ish kabbible,CC
736,pass,word,CC
750,low,cost,CC
736,lecture,speaker,CC
737,colt,malt liquor,CC
743,siegel,bugsy,CC
736,blue,falcon,CC
738,barley,alfalfa,CC
746,waters,roger,CC
746,cowan,question,CC
736,cyborg,bionics,CC
746,yellow,claw,CC
727,video,camera,CC
736,mightier,invincible,CC
743,pantsuit,fashion,CC
730,cannon,ball,CC
737,foam,shaving,CC
728,hound,moor,CC
746,omaha,cat dancer,CC
736,stale bread,dry,CC
727,peanut butter,jelly,CC
737,ranger,yogi bear,CC
737,science,fiction,CC
723,golden,arm,CC
730,sweet home,chicago,CC
743,record,breaker,CC
730,warner,sister,CC
743,chronic,bluntman,CC
746,orange,banana,CC
741,girl,gone,CC
736,pilot,navigator,CC
723,pet shop,assistants,CC
743,cost,price,CC
736,world,planet,CC
743,character,assassination,CC
728,bunny,usagi,CC
743,change,gears,CC
728,marlee,west wing,CC
743,consume,devour,CC
737,quagmire,tar pit,CC
730,whitney,frost,CC
743,warrant,officer,CC
727,robotics,asimov,CC
736,lauren bacall,humphrey bogart,CC
743,military,brass,CC
730,organism,creature,CC
746,downtown,julie brown,CC
737,river,song,CC
737,spokes,bicycle,CC
736,pitt,stop,CC
736,titanic,ship,CC
730,riddler,frank,CC
743,genius,jones,CC
730,sales,marketing,CC
742,conquistador,helmet,CC
737,ellie,may clampett,CC
736,adolescence,clearasil,CC
736,stake,heart,CC
736,green,red,CC
746,adams,patch,CC
723,inara,firefly,CC
743,squire,hood,CC
743,masters,johnson,CC
736,marley,bob,CC
737,casey,kasem,CC
742,college,cards,CC
746,comic,trips,CC
736,letter,varsityj is for juggernaut,CC
746,deee-lite,bootsie,CC
736,razor,clam,CC
724,battlefield,waterloo,CC
743,revolution,american,CC
743,get up,morning,CC
728,butler,android,CC
743,comic books,superheroes,CC
743,descendents,family,CC
743,darn,cat,CC
730,alice,cooper,CC
723,baby,teeth,CC
743,doctor,who,CC
728,job,dung,CC
743,riddles,sphinx,CC
743,karrde,star wars,CC
736,systematic,approach,CC
742,sad,mad,CC
730,cookie,monster,CC
746,cromwell,solomon kane,CC
728,du,mountain,CC
743,green,stick,CC
728,kisses,hershey,CC
743,race,quest,CC
737,radius,ulna,CC
728,driver,printer,CC
742,gag me with a spoon,silver,CC
723,mom,parent,CC
731,poker,blackjack,CC
723,cybernetics,cybermen,CC
736,clock,watch,CC
736,squirrel,chipmunk,CC
730,gun,nut,CC
737,teeth,bite,CC
736,mail,box,CC
736,kinky,deviant,CC
746,castle,waiting,CC
736,noble,aristocratic,CC
743,hole,black,CC
727,transylvania,Jun-00,CC
723,chimpanzee,africa,CC
743,apollo 11,moon,CC
723,ruler,protractor,CC
728,scribe,reed,CC
728,hole,one,CC
743,police,officer,CC
728,bodybuilding,body banks,CC
728,school,fish,CC
723,pantomime,box,CC
743,wood,wally,CC
737,japan,gojira,CC
743,freedom,ride,CC
730,athletics,supporters,CC
736,maple,syrup,CC
723,queen,prince,CC
723,house,doll,CC
746,alhazen,ibn battuta,CC
742,con,man,CC
723,obsolete,nonsense,CC
746,engineer,reverse,CC
743,israel,palestine,CC
730,dildo,trump,CC
736,walkie,two-way,CC
723,pen,ink,CC
734,groot,raccoon,CC
727,bug,ambush,CC
743,polluted,smog,CC
743,dracula,count,CC
737,stylin,profilin,CC
742,tool,dork,CC
736,hun,hungary,CC
742,failsafe,idiot-proof,CC
736,mariana,deep,CC
728,peregrine,france,CC
736,college,university,CC
724,aquarius,age,CC
736,all-stars,tennis shoes,CC
723,turbulent priest,vicar in a tutu,CC
