ID,Year,Player,Pos,Age,Tm,G,TS%,FTr,OWS,DWS,WS,FG,FGA,FG%,2P,2PA,2P%,eFG%,FT,FTA,FT%,AST,PF,PTS
5322,1978.0,Robert Smith,PG,22.0,DEN,45.0,0.562,0.247,0.5,0.3,0.8,50.0,97.0,0.515,50.0,97.0,0.515,0.515,21.0,24.0,0.875,39.0,52.0,121.0
5324,1978.0,Dick Snyder,SG,33.0,CLE,58.0,0.5,0.254,0.3,0.6,0.9,112.0,252.0,0.444,112.0,252.0,0.444,0.444,56.0,64.0,0.875,56.0,74.0,280.0
5325,1978.0,Ricky Sobers,PG,25.0,IND,79.0,0.514,0.32799999999999996,2.4,2.4,4.8,553.0,1221.0,0.45299999999999996,553.0,1221.0,0.45299999999999996,0.45299999999999996,330.0,400.0,0.825,584.0,308.0,1436.0
5326,1978.0,Kevin Stacom,SG,26.0,BOS,55.0,0.452,0.147,0.1,0.7,0.8,206.0,484.0,0.426,206.0,484.0,0.426,0.426,54.0,71.0,0.7609999999999999,111.0,60.0,466.0
5327,1978.0,Larry Steele,SG,28.0,POR,65.0,0.519,0.273,1.6,1.4,3.0,210.0,447.0,0.47,210.0,447.0,0.47,0.47,100.0,122.0,0.82,87.0,138.0,520.0
5328,1978.0,Earl Tatum,SG,24.0,TOT,82.0,0.5,0.18,2.2,2.2,4.4,510.0,1087.0,0.469,510.0,1087.0,0.469,0.469,153.0,196.0,0.7809999999999999,296.0,257.0,1173.0
5329,1978.0,Earl Tatum,SG,24.0,LAL,25.0,0.516,0.188,0.7,0.7,1.4,153.0,314.0,0.48700000000000004,153.0,314.0,0.48700000000000004,0.48700000000000004,45.0,59.0,0.763,70.0,85.0,351.0
5330,1978.0,Earl Tatum,SG,24.0,IND,57.0,0.493,0.177,1.5,1.5,3.1,357.0,773.0,0.462,357.0,773.0,0.462,0.462,108.0,137.0,0.7879999999999999,226.0,172.0,822.0
5331,1978.0,Brian Taylor,PG,26.0,DEN,39.0,0.498,0.285,0.9,0.9,1.8,182.0,403.0,0.452,182.0,403.0,0.452,0.452,88.0,115.0,0.765,132.0,120.0,452.0
5332,1978.0,Claude Terry,SG,28.0,ATL,27.0,0.405,0.162,-0.2,0.1,0.0,25.0,68.0,0.368,25.0,68.0,0.368,0.368,9.0,11.0,0.818,7.0,14.0,59.0
5333,1978.0,David Thompson*,SG,23.0,DEN,80.0,0.578,0.42200000000000004,10.8,1.9,12.7,826.0,1584.0,0.521,826.0,1584.0,0.521,0.521,520.0,668.0,0.778,362.0,213.0,2172.0
5335,1978.0,Rudy Tomjanovich,SF,29.0,HOU,23.0,0.513,0.18100000000000002,1.6,0.1,1.7,217.0,447.0,0.485,217.0,447.0,0.485,0.485,61.0,81.0,0.753,32.0,63.0,495.0
5336,1978.0,Dave Twardzik,PG,27.0,POR,75.0,0.6509999999999999,0.5720000000000001,3.2,2.3,5.5,242.0,409.0,0.5920000000000001,242.0,409.0,0.5920000000000001,0.5920000000000001,183.0,234.0,0.782,244.0,186.0,667.0
5337,1978.0,Wes Unseld*,C,31.0,WSB,80.0,0.535,0.35200000000000004,2.8,3.9,6.8,257.0,491.0,0.523,257.0,491.0,0.523,0.523,93.0,173.0,0.5379999999999999,326.0,234.0,607.0
5338,1978.0,Jan Van,SF,26.0,NJN,68.0,0.435,0.42100000000000004,-0.2,1.4,1.2,107.0,292.0,0.366,107.0,292.0,0.366,0.366,87.0,123.0,0.7070000000000001,105.0,192.0,301.0
5339,1978.0,Norm Van,PG,30.0,CHI,78.0,0.495,0.48,1.8,2.0,3.8,200.0,477.0,0.419,200.0,477.0,0.419,0.419,172.0,229.0,0.7509999999999999,531.0,279.0,572.0
5340,1978.0,Foots Walker,PG,26.0,CLE,81.0,0.496,0.345,1.9,3.4,5.2,287.0,641.0,0.44799999999999995,287.0,641.0,0.44799999999999995,0.44799999999999995,159.0,221.0,0.7190000000000001,453.0,218.0,733.0
5341,1978.0,Phil Walker,SG,21.0,WSB,40.0,0.43799999999999994,0.596,-0.7,0.3,-0.4,57.0,161.0,0.354,57.0,161.0,0.354,0.354,64.0,96.0,0.667,54.0,39.0,178.0
5342,1978.0,Wally Walker,SF,23.0,TOT,77.0,0.47,0.26,0.7,1.2,1.9,204.0,461.0,0.44299999999999995,204.0,461.0,0.44299999999999995,0.44299999999999995,75.0,120.0,0.625,77.0,138.0,483.0
5343,1978.0,Wally Walker,SF,23.0,POR,9.0,0.483,0.195,0.0,0.1,0.1,19.0,41.0,0.46299999999999997,19.0,41.0,0.46299999999999997,0.46299999999999997,5.0,8.0,0.625,8.0,13.0,43.0
5344,1978.0,Wally Walker,SF,23.0,SEA,68.0,0.469,0.267,0.7,1.1,1.9,185.0,420.0,0.44,185.0,420.0,0.44,0.44,70.0,112.0,0.625,69.0,125.0,440.0
5345,1978.0,Bill Walton*,C,25.0,POR,58.0,0.5539999999999999,0.27899999999999997,3.6,4.8,8.4,460.0,882.0,0.522,460.0,882.0,0.522,0.522,177.0,246.0,0.72,291.0,145.0,1097.0
5346,1978.0,Lloyd Walton,PG,24.0,MIL,76.0,0.47600000000000003,0.24100000000000002,0.3,0.8,1.1,154.0,344.0,0.44799999999999995,154.0,344.0,0.44799999999999995,0.44799999999999995,54.0,83.0,0.6509999999999999,253.0,94.0,362.0
5347,1978.0,Kermit Washington,PF,26.0,TOT,57.0,0.54,0.485,2.9,2.4,5.3,247.0,507.0,0.48700000000000004,247.0,507.0,0.48700000000000004,0.48700000000000004,170.0,246.0,0.691,72.0,188.0,664.0
5348,1978.0,Kermit Washington,PF,26.0,LAL,25.0,0.49200000000000005,0.451,0.8,1.0,1.7,110.0,244.0,0.451,110.0,244.0,0.451,0.451,68.0,110.0,0.618,30.0,74.0,288.0
5349,1978.0,Kermit Washington,PF,26.0,BOS,32.0,0.5820000000000001,0.517,2.1,1.4,3.6,137.0,263.0,0.521,137.0,263.0,0.521,0.521,102.0,136.0,0.75,42.0,114.0,376.0
5350,1978.0,Richard Washington,PF,22.0,KCK,78.0,0.511,0.223,1.3,2.6,3.9,425.0,891.0,0.47700000000000004,425.0,891.0,0.47700000000000004,0.47700000000000004,150.0,199.0,0.754,118.0,324.0,1000.0
5351,1978.0,Wilson Washington,PF,22.0,TOT,38.0,0.499,0.257,-0.5,0.8,0.3,100.0,206.0,0.485,100.0,206.0,0.485,0.485,29.0,53.0,0.547,10.0,75.0,229.0
5352,1978.0,Wilson Washington,PF,22.0,PHI,14.0,0.439,0.316,-0.2,0.1,-0.1,8.0,19.0,0.42100000000000004,8.0,19.0,0.42100000000000004,0.42100000000000004,3.0,6.0,0.5,1.0,3.0,19.0
5353,1978.0,Wilson Washington,PF,22.0,NJN,24.0,0.506,0.251,-0.3,0.7,0.4,92.0,187.0,0.49200000000000005,92.0,187.0,0.49200000000000005,0.49200000000000005,26.0,47.0,0.5529999999999999,9.0,72.0,210.0
5354,1978.0,Slick Watts,PG,26.0,TOT,71.0,0.423,0.28,-1.3,2.1,0.8,219.0,558.0,0.392,219.0,558.0,0.392,0.392,92.0,156.0,0.59,294.0,184.0,530.0
5355,1978.0,Slick Watts,PG,26.0,SEA,32.0,0.423,0.195,-1.0,1.2,0.2,110.0,272.0,0.40399999999999997,110.0,272.0,0.40399999999999997,0.40399999999999997,30.0,53.0,0.5660000000000001,133.0,88.0,250.0
5356,1978.0,Slick Watts,PG,26.0,NOJ,39.0,0.423,0.36,-0.3,0.9,0.7,109.0,286.0,0.381,109.0,286.0,0.381,0.381,62.0,103.0,0.602,161.0,96.0,280.0
5357,1978.0,Nick Weatherspoon,SF,27.0,CHI,41.0,0.49200000000000005,0.21600000000000003,0.2,0.4,0.6,86.0,194.0,0.44299999999999995,86.0,194.0,0.44299999999999995,0.44299999999999995,37.0,42.0,0.8809999999999999,32.0,74.0,209.0
5358,1978.0,Marvin Webster,C,25.0,SEA,82.0,0.5429999999999999,0.542,3.7,5.0,8.7,427.0,851.0,0.502,427.0,851.0,0.502,0.502,290.0,461.0,0.629,203.0,262.0,1144.0
5359,1978.0,Scott Wedman,SF,25.0,KCK,81.0,0.55,0.213,6.0,1.9,7.8,607.0,1192.0,0.509,607.0,1192.0,0.509,0.509,221.0,254.0,0.87,201.0,242.0,1435.0
5360,1978.0,Paul Westphal,SG,27.0,PHO,80.0,0.565,0.311,6.9,2.9,9.8,809.0,1568.0,0.516,809.0,1568.0,0.516,0.516,396.0,487.0,0.813,437.0,162.0,2014.0
5361,1978.0,Jo Jo,PG,31.0,BOS,46.0,0.45799999999999996,0.174,0.6,1.1,1.7,289.0,690.0,0.419,289.0,690.0,0.419,0.419,103.0,120.0,0.858,209.0,109.0,681.0
5362,1978.0,Rudy White,SG,24.0,HOU,21.0,0.409,0.212,-0.3,0.0,-0.3,31.0,85.0,0.365,31.0,85.0,0.365,0.365,14.0,18.0,0.778,22.0,24.0,76.0
5363,1978.0,Sidney Wicks,PF,28.0,BOS,81.0,0.505,0.355,1.4,2.8,4.2,433.0,927.0,0.467,433.0,927.0,0.467,0.467,217.0,329.0,0.66,171.0,318.0,1083.0
5364,1978.0,Bob Wilkerson,SF,23.0,DEN,81.0,0.44799999999999995,0.22399999999999998,-1.9,2.6,0.7,382.0,936.0,0.408,382.0,936.0,0.408,0.408,157.0,210.0,0.748,439.0,275.0,921.0
5365,1978.0,Jamaal Wilkes*,SF,24.0,LAL,51.0,0.475,0.235,1.3,2.0,3.3,277.0,630.0,0.44,277.0,630.0,0.44,0.44,106.0,148.0,0.716,182.0,162.0,660.0
5366,1978.0,Chuck Williams,PG,31.0,BUF,73.0,0.5329999999999999,0.317,1.0,0.3,1.3,208.0,436.0,0.47700000000000004,208.0,436.0,0.47700000000000004,0.47700000000000004,114.0,138.0,0.826,317.0,137.0,530.0
5367,1978.0,Gus Williams,PG,24.0,SEA,79.0,0.491,0.20800000000000002,3.8,3.9,7.7,602.0,1335.0,0.451,602.0,1335.0,0.451,0.451,227.0,278.0,0.8170000000000001,294.0,198.0,1431.0
5368,1978.0,Nate Williams,SG,27.0,TOT,73.0,0.466,0.16699999999999998,0.4,1.5,1.9,312.0,724.0,0.431,312.0,724.0,0.431,0.431,101.0,121.0,0.835,74.0,181.0,725.0
5369,1978.0,Nate Williams,SG,27.0,NOJ,27.0,0.45799999999999996,0.17300000000000001,0.3,0.5,0.8,90.0,214.0,0.42100000000000004,90.0,214.0,0.42100000000000004,0.42100000000000004,31.0,37.0,0.838,34.0,61.0,211.0
5370,1978.0,Nate Williams,SG,27.0,GSW,46.0,0.47,0.165,0.1,0.9,1.1,222.0,510.0,0.435,222.0,510.0,0.435,0.435,70.0,84.0,0.833,40.0,120.0,514.0
5371,1978.0,Ray Williams,PG,23.0,NYK,81.0,0.485,0.3,-0.4,1.4,1.0,305.0,689.0,0.44299999999999995,305.0,689.0,0.44299999999999995,0.44299999999999995,146.0,207.0,0.705,363.0,211.0,756.0
5372,1978.0,John Williamson,SG,26.0,TOT,75.0,0.488,0.237,2.0,1.4,3.4,723.0,1649.0,0.43799999999999994,723.0,1649.0,0.43799999999999994,0.43799999999999994,331.0,391.0,0.847,214.0,236.0,1777.0
5373,1978.0,John Williamson,SG,26.0,IND,42.0,0.46399999999999997,0.203,0.0,0.6,0.6,335.0,795.0,0.42100000000000004,335.0,795.0,0.42100000000000004,0.42100000000000004,134.0,161.0,0.8320000000000001,132.0,131.0,804.0
5374,1978.0,John Williamson,SG,26.0,NJN,33.0,0.509,0.26899999999999996,2.0,0.8,2.8,388.0,854.0,0.45399999999999996,388.0,854.0,0.45399999999999996,0.45399999999999996,197.0,230.0,0.857,82.0,105.0,973.0
5375,1978.0,Bill Willoughby,SF,20.0,BUF,56.0,0.47200000000000003,0.22,0.4,0.7,1.2,156.0,363.0,0.43,156.0,363.0,0.43,0.43,64.0,80.0,0.8,38.0,131.0,376.0
5376,1978.0,Bobby Wilson,SG,27.0,IND,12.0,0.402,0.083,-0.1,0.0,0.0,14.0,36.0,0.389,14.0,36.0,0.389,0.389,2.0,3.0,0.667,8.0,16.0,30.0
5377,1978.0,Brian Winters,SG,25.0,MIL,80.0,0.503,0.201,3.7,1.4,5.1,674.0,1457.0,0.46299999999999997,674.0,1457.0,0.46299999999999997,0.46299999999999997,246.0,293.0,0.84,393.0,239.0,1594.0
5378,1978.0,Willie Wise,SF,30.0,SEA,2.0,0.105,1.3330000000000002,-0.1,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.25,0.0,2.0,1.0
5379,1978.0,Dave Wohl,PG,28.0,NJN,10.0,0.446,0.353,-0.2,0.0,-0.2,12.0,34.0,0.353,12.0,34.0,0.353,0.353,11.0,12.0,0.917,13.0,24.0,35.0
5380,1978.0,Larry Wright,PG,23.0,WSB,70.0,0.52,0.188,1.5,1.2,2.7,283.0,570.0,0.496,283.0,570.0,0.496,0.496,76.0,107.0,0.71,260.0,195.0,642.0
5382,1979.0,Kareem Abdul-Jabbar*,C,31.0,LAL,80.0,0.612,0.35200000000000004,8.8,5.6,14.4,777.0,1347.0,0.5770000000000001,777.0,1347.0,0.5770000000000001,0.5770000000000001,349.0,474.0,0.736,431.0,230.0,1903.0
5383,1979.0,Tom Abernethy,PF,24.0,GSW,70.0,0.55,0.275,2.3,1.3,3.7,176.0,342.0,0.515,176.0,342.0,0.515,0.515,70.0,94.0,0.745,79.0,133.0,422.0
5384,1979.0,Alvan Adams,C,24.0,PHO,77.0,0.57,0.26899999999999996,3.9,3.7,7.6,569.0,1073.0,0.53,569.0,1073.0,0.53,0.53,231.0,289.0,0.799,360.0,246.0,1369.0
5385,1979.0,Lucius Allen,PG,31.0,KCK,31.0,0.41600000000000004,0.19,-0.4,0.5,0.1,69.0,174.0,0.397,69.0,174.0,0.397,0.397,19.0,33.0,0.5760000000000001,44.0,52.0,157.0
5386,1979.0,Kim Anderson,SF,23.0,POR,21.0,0.353,0.364,-0.6,0.2,-0.4,24.0,77.0,0.312,24.0,77.0,0.312,0.312,15.0,28.0,0.536,15.0,42.0,63.0
5387,1979.0,Tiny Archibald*,PG,30.0,BOS,69.0,0.537,0.536,1.0,0.6,1.6,259.0,573.0,0.452,259.0,573.0,0.452,0.452,242.0,307.0,0.7879999999999999,324.0,132.0,760.0
5388,1979.0,Tate Armstrong,SG,23.0,CHI,26.0,0.436,0.18600000000000003,-0.2,0.2,-0.1,28.0,70.0,0.4,28.0,70.0,0.4,0.4,10.0,13.0,0.769,31.0,22.0,66.0
5389,1979.0,Dennis Awtrey,C,30.0,TOT,63.0,0.49,0.523,-0.1,0.9,0.7,44.0,107.0,0.41100000000000003,44.0,107.0,0.41100000000000003,0.41100000000000003,41.0,56.0,0.732,69.0,106.0,129.0
5390,1979.0,Dennis Awtrey,C,30.0,BOS,23.0,0.473,0.455,-0.2,0.1,0.0,17.0,44.0,0.386,17.0,44.0,0.386,0.386,16.0,20.0,0.8,20.0,37.0,50.0
5391,1979.0,Dennis Awtrey,C,30.0,SEA,40.0,0.501,0.5710000000000001,0.0,0.7,0.8,27.0,63.0,0.429,27.0,63.0,0.429,0.429,25.0,36.0,0.6940000000000001,49.0,69.0,79.0
5393,1979.0,Greg Ballard,SF,24.0,WSB,82.0,0.503,0.308,1.7,2.2,3.9,260.0,559.0,0.465,260.0,559.0,0.465,0.465,119.0,172.0,0.6920000000000001,116.0,167.0,639.0
5394,1979.0,Mike Bantom,PF,27.0,IND,81.0,0.503,0.326,2.2,3.0,5.2,482.0,1036.0,0.465,482.0,1036.0,0.465,0.465,227.0,338.0,0.672,223.0,316.0,1191.0
5395,1979.0,Tom Barker,C,23.0,TOT,39.0,0.473,0.237,-0.1,0.4,0.3,68.0,156.0,0.436,68.0,156.0,0.436,0.436,27.0,37.0,0.73,15.0,76.0,163.0
5396,1979.0,Tom Barker,C,23.0,HOU,5.0,0.581,0.33299999999999996,0.0,0.0,0.0,3.0,6.0,0.5,3.0,6.0,0.5,0.5,2.0,2.0,1.0,0.0,5.0,8.0
5397,1979.0,Tom Barker,C,23.0,BOS,12.0,0.485,0.313,-0.1,0.1,0.0,21.0,48.0,0.43799999999999994,21.0,48.0,0.43799999999999994,0.43799999999999994,11.0,15.0,0.733,6.0,26.0,53.0
5398,1979.0,Tom Barker,C,23.0,NYK,22.0,0.46,0.196,-0.1,0.3,0.2,44.0,102.0,0.431,44.0,102.0,0.431,0.431,14.0,20.0,0.7,9.0,45.0,102.0
5399,1979.0,Marvin Barnes,PF,26.0,BOS,38.0,0.515,0.244,0.1,0.9,1.0,133.0,271.0,0.491,133.0,271.0,0.491,0.491,43.0,66.0,0.652,53.0,144.0,309.0
5400,1979.0,Rick Barry*,SF,34.0,HOU,80.0,0.504,0.16899999999999998,2.9,1.3,4.2,461.0,1000.0,0.461,461.0,1000.0,0.461,0.461,160.0,169.0,0.9470000000000001,502.0,195.0,1082.0
5401,1979.0,Tim Bassett,PF,27.0,NJN,82.0,0.433,0.419,-0.5,1.9,1.4,116.0,313.0,0.371,116.0,313.0,0.371,0.371,89.0,131.0,0.679,99.0,219.0,321.0
5403,1979.0,Ron Behagen,PF,28.0,TOT,15.0,0.48700000000000004,0.21,0.0,0.2,0.2,28.0,62.0,0.452,28.0,62.0,0.452,0.452,10.0,13.0,0.769,7.0,36.0,66.0
5405,1979.0,Ron Behagen,PF,28.0,NYK,5.0,0.466,0.16699999999999998,-0.1,0.1,0.0,5.0,12.0,0.41700000000000004,5.0,12.0,0.41700000000000004,0.41700000000000004,2.0,2.0,1.0,2.0,8.0,12.0
5406,1979.0,Ron Behagen,PF,28.0,KCK,9.0,0.49200000000000005,0.22,0.1,0.1,0.3,23.0,50.0,0.46,23.0,50.0,0.46,0.46,8.0,11.0,0.727,5.0,27.0,54.0
5407,1979.0,Kent Benson,C,24.0,MIL,82.0,0.555,0.307,3.5,2.9,6.4,413.0,798.0,0.518,413.0,798.0,0.518,0.518,180.0,245.0,0.735,204.0,280.0,1006.0
5409,1979.0,Henry Bibby,PG,29.0,PHI,82.0,0.493,0.386,1.3,2.4,3.7,368.0,869.0,0.423,368.0,869.0,0.423,0.423,266.0,335.0,0.794,371.0,199.0,1002.0
5410,1979.0,Bob Bigelow,SF,25.0,SDC,29.0,0.428,0.233,0.0,0.1,0.0,36.0,90.0,0.4,36.0,90.0,0.4,0.4,13.0,21.0,0.619,25.0,37.0,85.0
5411,1979.0,Otis Birdsong,SG,23.0,KCK,82.0,0.544,0.28,5.9,2.9,8.8,741.0,1456.0,0.509,741.0,1456.0,0.509,0.509,296.0,408.0,0.725,281.0,255.0,1778.0
5412,1979.0,Ron Boone,SG,32.0,LAL,82.0,0.495,0.183,-0.8,1.2,0.4,259.0,569.0,0.455,259.0,569.0,0.455,0.455,90.0,104.0,0.865,154.0,171.0,608.0
5413,1979.0,Tom Boswell,PF,25.0,DEN,79.0,0.5770000000000001,0.47100000000000003,3.4,2.2,5.6,321.0,603.0,0.532,321.0,603.0,0.532,0.532,198.0,284.0,0.6970000000000001,242.0,263.0,840.0
5415,1979.0,Winford Boynes,SG,21.0,NJN,69.0,0.48200000000000004,0.284,-0.5,1.1,0.6,256.0,595.0,0.43,256.0,595.0,0.43,0.43,133.0,169.0,0.787,75.0,117.0,645.0
5416,1979.0,Alonzo Bradley,SF,25.0,HOU,34.0,0.46799999999999997,0.375,0.0,0.1,0.1,37.0,88.0,0.42,37.0,88.0,0.42,0.42,22.0,33.0,0.667,17.0,33.0,96.0
5417,1979.0,Mike Bratz,PG,23.0,PHO,77.0,0.513,0.319,0.5,1.3,1.7,242.0,533.0,0.45399999999999996,242.0,533.0,0.45399999999999996,0.45399999999999996,139.0,170.0,0.818,179.0,151.0,623.0
5418,1979.0,Jim Brewer,PF,27.0,TOT,80.0,0.444,0.19699999999999998,-0.5,1.8,1.3,141.0,319.0,0.442,141.0,319.0,0.442,0.442,26.0,63.0,0.413,87.0,174.0,308.0
5419,1979.0,Jim Brewer,PF,27.0,CLE,55.0,0.44799999999999995,0.185,-0.3,1.3,1.0,114.0,259.0,0.44,114.0,259.0,0.44,0.44,23.0,48.0,0.479,74.0,136.0,251.0
5420,1979.0,Jim Brewer,PF,27.0,DET,25.0,0.428,0.25,-0.2,0.4,0.3,27.0,60.0,0.45,27.0,60.0,0.45,0.45,3.0,15.0,0.2,13.0,38.0,57.0
5421,1979.0,Ron Brewer,SG,23.0,POR,81.0,0.544,0.292,3.3,2.3,5.6,434.0,878.0,0.494,434.0,878.0,0.494,0.494,210.0,256.0,0.82,165.0,181.0,1078.0
5422,1979.0,Junior Bridgeman,SG,25.0,MIL,82.0,0.544,0.214,3.7,1.8,5.5,540.0,1067.0,0.506,540.0,1067.0,0.506,0.506,189.0,228.0,0.8290000000000001,163.0,184.0,1269.0
5423,1979.0,Allan Bristow,SF,27.0,SAS,74.0,0.562,0.42100000000000004,2.0,1.5,3.5,174.0,354.0,0.49200000000000005,174.0,354.0,0.49200000000000005,0.49200000000000005,124.0,149.0,0.8320000000000001,231.0,154.0,472.0
5424,1979.0,Fred Brown,PG,30.0,SEA,77.0,0.516,0.217,2.3,2.9,5.2,446.0,951.0,0.469,446.0,951.0,0.469,0.469,183.0,206.0,0.888,260.0,142.0,1075.0
5425,1979.0,John Brown,SF,27.0,CHI,77.0,0.539,0.309,0.9,0.8,1.7,152.0,317.0,0.479,152.0,317.0,0.479,0.479,84.0,98.0,0.857,104.0,180.0,388.0
5426,1979.0,Joe Bryant,PF,24.0,PHI,70.0,0.48200000000000004,0.35600000000000004,-0.1,1.6,1.5,205.0,478.0,0.429,205.0,478.0,0.429,0.429,123.0,170.0,0.7240000000000001,103.0,171.0,533.0
5427,1979.0,Quinn Buckner,PG,24.0,MIL,81.0,0.478,0.226,-0.4,2.4,2.0,251.0,553.0,0.45399999999999996,251.0,553.0,0.45399999999999996,0.45399999999999996,79.0,125.0,0.632,468.0,224.0,581.0
5428,1979.0,Greg Bunch,SF,22.0,NYK,12.0,0.44799999999999995,0.462,0.0,0.1,0.1,9.0,26.0,0.34600000000000003,9.0,26.0,0.34600000000000003,0.34600000000000003,10.0,12.0,0.833,4.0,10.0,28.0
5429,1979.0,Tom Burleson,C,26.0,KCK,56.0,0.522,0.494,1.1,1.6,2.7,157.0,342.0,0.45899999999999996,157.0,342.0,0.45899999999999996,0.45899999999999996,121.0,169.0,0.716,50.0,183.0,435.0
5430,1979.0,Don Buse,PG,28.0,PHO,82.0,0.519,0.158,2.6,2.8,5.4,285.0,576.0,0.495,285.0,576.0,0.495,0.495,70.0,91.0,0.769,356.0,149.0,640.0
5431,1979.0,Marty Byrnes,SF,22.0,TOT,79.0,0.525,0.396,0.2,0.7,0.9,187.0,389.0,0.48100000000000004,187.0,389.0,0.48100000000000004,0.48100000000000004,106.0,154.0,0.688,104.0,111.0,480.0
5432,1979.0,Marty Byrnes,SF,22.0,PHO,43.0,0.545,0.44799999999999995,0.1,0.5,0.5,109.0,223.0,0.489,109.0,223.0,0.489,0.489,73.0,100.0,0.73,61.0,69.0,291.0
5433,1979.0,Marty Byrnes,SF,22.0,NOJ,36.0,0.498,0.325,0.1,0.3,0.4,78.0,166.0,0.47,78.0,166.0,0.47,0.47,33.0,54.0,0.611,43.0,42.0,189.0
5434,1979.0,Corky Calhoun,SF,28.0,IND,81.0,0.507,0.257,1.1,1.2,2.3,153.0,335.0,0.457,153.0,335.0,0.457,0.457,72.0,86.0,0.8370000000000001,104.0,189.0,378.0
5435,1979.0,Austin Carr,SG,30.0,CLE,82.0,0.529,0.308,4.5,0.5,5.0,551.0,1161.0,0.475,551.0,1161.0,0.475,0.475,292.0,358.0,0.816,217.0,210.0,1394.0
5436,1979.0,Kenny Carr,PF,23.0,LAL,72.0,0.522,0.304,-0.4,1.5,1.1,225.0,450.0,0.5,225.0,450.0,0.5,0.5,83.0,137.0,0.606,60.0,152.0,533.0
5437,1979.0,M.L. Carr,SF,28.0,DET,80.0,0.561,0.381,4.5,3.4,7.9,587.0,1143.0,0.514,587.0,1143.0,0.514,0.514,323.0,435.0,0.743,262.0,279.0,1497.0
5438,1979.0,Ron Carter,SG,22.0,LAL,46.0,0.48700000000000004,0.435,-0.3,0.3,0.0,54.0,124.0,0.435,54.0,124.0,0.435,0.435,36.0,54.0,0.667,25.0,54.0,144.0
5439,1979.0,Harvey Catchings,C,27.0,TOT,57.0,0.47600000000000003,0.321,-0.6,1.7,1.1,102.0,243.0,0.42,102.0,243.0,0.42,0.42,60.0,78.0,0.769,48.0,132.0,264.0
5440,1979.0,Harvey Catchings,C,27.0,PHI,25.0,0.457,0.25,-0.5,0.6,0.1,28.0,68.0,0.41200000000000003,28.0,68.0,0.41200000000000003,0.41200000000000003,13.0,17.0,0.765,18.0,42.0,69.0
5441,1979.0,Harvey Catchings,C,27.0,NJN,32.0,0.483,0.349,0.0,1.1,1.0,74.0,175.0,0.423,74.0,175.0,0.423,0.423,47.0,61.0,0.77,30.0,90.0,195.0
5442,1979.0,Don Chaney,SG,32.0,BOS,65.0,0.444,0.10099999999999999,-0.3,1.0,0.6,174.0,414.0,0.42,174.0,414.0,0.42,0.42,36.0,42.0,0.857,75.0,167.0,384.0
5443,1979.0,Maurice Cheeks,PG,22.0,PHI,82.0,0.541,0.245,1.3,3.6,4.9,292.0,572.0,0.51,292.0,572.0,0.51,0.51,101.0,140.0,0.721,431.0,198.0,685.0
5444,1979.0,Phil Chenier,SG,28.0,WSB,27.0,0.45799999999999996,0.177,-0.3,0.2,-0.1,69.0,158.0,0.43700000000000006,69.0,158.0,0.43700000000000006,0.43700000000000006,18.0,28.0,0.643,31.0,28.0,156.0
5445,1979.0,Jim Chones,C,29.0,CLE,82.0,0.47200000000000003,0.2,1.0,2.3,3.3,472.0,1073.0,0.44,472.0,1073.0,0.44,0.44,158.0,215.0,0.735,181.0,278.0,1102.0
5446,1979.0,Jim Cleamons,PG,29.0,NYK,79.0,0.513,0.26,2.3,1.1,3.4,311.0,657.0,0.473,311.0,657.0,0.473,0.473,130.0,171.0,0.76,376.0,147.0,752.0
5447,1979.0,E.C. Coleman,PF,28.0,HOU,6.0,0.7390000000000001,0.14300000000000002,0.1,0.0,0.1,5.0,7.0,0.7140000000000001,5.0,7.0,0.7140000000000001,0.7140000000000001,1.0,1.0,1.0,1.0,11.0,11.0
5448,1979.0,Doug Collins,SG,27.0,PHI,47.0,0.555,0.344,2.6,1.6,4.2,358.0,717.0,0.499,358.0,717.0,0.499,0.499,201.0,247.0,0.8140000000000001,191.0,139.0,917.0
5450,1979.0,Wayne Cooper,C,22.0,GSW,65.0,0.46399999999999997,0.20800000000000002,0.0,1.2,1.2,128.0,293.0,0.43700000000000006,128.0,293.0,0.43700000000000006,0.43700000000000006,41.0,61.0,0.672,21.0,118.0,297.0
5451,1979.0,Dave Corzine,C,22.0,WSB,59.0,0.6,0.534,0.5,0.6,1.1,63.0,118.0,0.534,63.0,118.0,0.534,0.534,49.0,63.0,0.778,49.0,67.0,175.0
5452,1979.0,Dave Cowens*,C,30.0,BOS,68.0,0.516,0.185,2.4,2.4,4.8,488.0,1010.0,0.483,488.0,1010.0,0.483,0.483,151.0,187.0,0.807,242.0,263.0,1127.0
5453,1979.0,Wesley Cox,SF,24.0,GSW,31.0,0.447,0.748,-0.9,0.4,-0.5,53.0,123.0,0.431,53.0,123.0,0.431,0.431,40.0,92.0,0.435,11.0,68.0,146.0
5454,1979.0,Charlie Criss,PG,30.0,ATL,54.0,0.436,0.298,-0.5,0.7,0.1,109.0,289.0,0.377,109.0,289.0,0.377,0.377,67.0,86.0,0.779,138.0,70.0,285.0
5455,1979.0,Geoff Crompton,C,23.0,DEN,20.0,0.41600000000000004,0.462,-0.2,0.1,-0.1,10.0,26.0,0.385,10.0,26.0,0.385,0.385,6.0,12.0,0.5,5.0,19.0,26.0
