ID,Player,height,weight,college,born,birth_city,birth_state
1290,Winford Boynes,198.0,83.0,University of San Francisco,1957.0,Greenville,South Carolina
1291,Ron Brewer,193.0,81.0,University of Arkansas,1955.0,Fort Smith,Arkansas
1292,Greg Bunch,198.0,86.0,"California State University, Fullerton",1956.0,San Bernardino,California
1293,Marty Byrnes,201.0,97.0,Syracuse University,1956.0,Syracuse,New York
1294,Ron Carter,196.0,86.0,Virginia Military Institute,1956.0,Pittsburgh,Pennsylvania
1295,Maurice Cheeks,185.0,81.0,West Texas A&M University,1956.0,Chicago,Illinois
1296,Michael Cooper,196.0,77.0,University of New Mexico,1956.0,Los Angeles,California
1297,Wayne Cooper,208.0,99.0,University of New Orleans,1956.0,Milan,Georgia
1298,Dave Corzine,211.0,113.0,DePaul University,1956.0,Arlington Heights,Illinois
1299,Geoff Crompton,211.0,127.0,University of North Carolina,1955.0,Burlington,North Carolina
1300,Harry Davis,201.0,99.0,Florida State University,1956.0,Cleveland,Ohio
1301,Bob Elliott,206.0,102.0,University of Arizona,1955.0,Ann Arbor,Michigan
1302,Ray Epps,198.0,88.0,Norfolk State University,1956.0,Amelia,Virginia
1303,Phil Ford,188.0,79.0,University of North Carolina,1956.0,Rocky Mount,North Carolina
1304,Jack Givens,196.0,92.0,University of Kentucky,1956.0,Lexington,Kentucky
1305,Tommie Green,188.0,83.0,Southern University and A&M College,1956.0,Baton Rouge,Louisiana
1306,Lars Hansen,208.0,102.0,University of Washington,1954.0,Copenhagen,Denmark
1307,James Hardy,203.0,99.0,University of San Francisco,1956.0,Knoxville,Alabama
1308,Keith Herron,198.0,88.0,Villanova University,1956.0,Memphis,Tennessee
1309,Kenny Higgs,183.0,81.0,Louisiana State University,1955.0,Owensboro,Kentucky
1310,Essie Hollis,198.0,88.0,St. Bonaventure University,1955.0,Erie,Pennsylvania
1311,Otis Howard,201.0,99.0,Austin Peay State University,1956.0,Oak Ridge,Tennessee
1312,Clemon Johnson,208.0,108.0,Florida Agricultural and Mechanical University,1956.0,Monticello,Florida
1313,Jeff Judkins,198.0,83.0,University of Utah,1956.0,Salt Lake City,Utah
1314,Joel Kramer,201.0,92.0,San Diego State University,1955.0,San Diego,California
1315,Butch Lee,183.0,83.0,Marquette University,1956.0,Santurce,Puerto Rico
1316,John Long,196.0,88.0,University of Detroit Mercy,1956.0,Romulus,Michigan
1317,Billy McKinney,183.0,72.0,Northwestern University,1955.0,Waukegan,Illinois
1318,Mike Mitchell,201.0,97.0,Auburn University,1956.0,Atlanta,Georgia
1319,John Olive,201.0,95.0,Villanova University,1955.0,Philadelphia,Pennsylvania
1320,Roger Phegley,198.0,92.0,Bradley University,1956.0,East Peoria,Illinois
1321,Stan Pietkiewicz,196.0,90.0,Auburn University,1956.0,Huntsville,Alabama
1322,Wayne Radford,190.0,92.0,Indiana University,1956.0,Indianapolis,Indiana
1323,Marlon Redmond,198.0,85.0,University of San Francisco,1955.0,San Francisco,California
1325,Rick Robey,211.0,104.0,University of Kentucky,1956.0,Coral Gables,Florida
1326,Jackie Robinson,198.0,95.0,"University of Nevada, Las Vegas",1955.0,Los Angeles,California
1327,John Rudd,201.0,104.0,McNeese State University,1955.0,DeRidder,Louisiana
1328,Frankie Sanders,198.0,90.0,Southern University and A&M College,1957.0,Dayton,Ohio
1329,Purvis Short,201.0,95.0,Jackson State University,1957.0,Hattiesburg,Mississippi
1330,Sam Smith,201.0,104.0,Kentucky Wesleyan College,1944.0,Hazard,Kentucky
1331,Reggie Theus,201.0,86.0,"University of Nevada, Las Vegas",1957.0,Inglewood,California
1332,Mychal Thompson,208.0,102.0,University of Minnesota,1955.0,Nassau,Bahamas
1333,Raymond Townsend,190.0,79.0,"University of California, Los Angeles",1955.0,San Jose,California
1334,Terry Tyler,201.0,97.0,University of Detroit Mercy,1956.0,Detroit,Michigan
1335,Andre Wakefield,190.0,79.0,Loyola University of Chicago,1955.0,Chicago,Illinois
1336,Jerome Whitehead,208.0,99.0,Marquette University,1956.0,Waukegan,Illinois
1337,Freeman Williams,193.0,86.0,Portland State University,1956.0,Los Angeles,California
1338,Rick Wilson,196.0,90.0,University of Louisville,1956.0,Louisville,Kentucky
1339,James Bailey,206.0,99.0,Rutgers University,1957.0,Dublin,Georgia
1341,Larry Bird*,206.0,99.0,Indiana State University,1956.0,West Baden,Indiana
1342,Lawrence Boston,203.0,102.0,University of Maryland,1956.0,Cleveland,Ohio
1343,Dudley Bradley,198.0,88.0,University of North Carolina,1957.0,Baltimore,Maryland
1344,Bill Cartwright,216.0,111.0,University of San Francisco,1957.0,Lodi,California
1345,Jeff Cook,208.0,97.0,Idaho State University,1956.0,West Covina,California
1346,Hollis Copeland,198.0,81.0,Rutgers University,1955.0,Trenton,New Jersey
1347,John Coughran,201.0,102.0,University of California,1951.0,Pittsburg,California
1348,Terry Crosby,193.0,88.0,University of Tennessee,1957.0,Toledo,Ohio
1349,Pat Cummings,206.0,104.0,University of Cincinnati,1956.0,Johnstown,Pennsylvania
1350,Paul Dawkins,196.0,86.0,Northern Illinois University,1957.0,Saginaw,Michigan
1351,Greg Deane,193.0,86.0,University of Utah,1957.0,Tulare,California
1352,Larry Demic,206.0,102.0,University of Arizona,1957.0,Gary,Indiana
1353,Terry Duerod,188.0,81.0,University of Detroit Mercy,1956.0,Royal Oak,Michigan
1354,Earl Evans,203.0,91.0,"University of Nevada, Las Vegas",1955.0,Port Arthur,Texas
1355,Mike Evans,185.0,77.0,Kansas State University,1955.0,Goldsboro,North Carolina
1356,Gary Garland,193.0,81.0,DePaul University,1957.0,East Orange,New Jersey
1357,Dave Greenwood,206.0,100.0,"University of California, Los Angeles",1957.0,Lynwood,California
1358,Roy Hamilton,188.0,81.0,"University of California, Los Angeles",1957.0,Los Angeles,California
1359,Gerald Henderson,188.0,79.0,Virginia Commonwealth University,1956.0,Richmond,Virginia
1360,Johnny High,190.0,83.0,"University of Nevada, Reno",1957.0,Birmingham,Alabama
1361,Brad Holland,190.0,81.0,"University of California, Los Angeles",1956.0,Billings,Montana
1362,Phil Hubbard,203.0,97.0,University of Michigan,1956.0,Canton,Ohio
1363,Geoff Huston,188.0,79.0,Texas Tech University,1957.0,Brooklyn,New York
1364,Abdul Jeelani,203.0,95.0,University of Wisconsin-Parkside,1954.0,Bells,Tennessee
1365,Cheese Johnson,183.0,77.0,University of California,1949.0,Corpus Christi,Texas
1366,Magic Johnson*,201.0,98.0,"University of California, Los Angeles",1956.0,Nachitoches,Louisiana
1367,Vinnie Johnson,188.0,90.0,Baylor University,1956.0,Brooklyn,New York
1368,Major Jones,206.0,102.0,Albany State University,1953.0,McGhee,Arkansas
1369,Greg Kelser,201.0,86.0,Michigan State University,1957.0,Panama City,Florida
1370,Irv Kiffin,206.0,102.0,Oklahoma Baptist University,1951.0,New York,New York
1371,Carl Kilpatrick,208.0,104.0,University of Louisiana at Monroe,1956.0,Bastrop,Louisiana
1372,Reggie King,198.0,102.0,University of Alabama,1957.0,Birmingham,Alabama
1373,Arvid Kramer,206.0,99.0,Augustana College (SD),1956.0,Fulda,Minnesota
1374,Allen Leavell,185.0,77.0,Oklahoma City University,1957.0,Muncie,Indiana
1375,Ollie Mack,190.0,83.0,East Carolina University,1957.0,New York,New York
1376,Steve Malovic,208.0,104.0,San Diego State University,1956.0,Cleveland,Ohio
1377,Paul Mokeski,213.0,113.0,University of Kansas,1957.0,Spokane,Washington
1378,Sidney Moncrief,190.0,81.0,University of Arkansas,1957.0,Little Rock,Arkansas
1379,Calvin Natt,198.0,99.0,University of Louisiana at Monroe,1957.0,Monroe,Louisiana
1380,Sylvester Norris,211.0,99.0,Jackson State University,1957.0,Jackson,Mississippi
1381,Wiley Peck,201.0,99.0,Mississippi State University,1957.0,Montgomery,Alabama
1382,Sam Pellom,206.0,102.0,"University at Buffalo, State University of New York",1951.0,Wilmington,North Carolina
1383,Clint Richardson,190.0,88.0,Seattle University,1956.0,Seattle,Washington
1384,Cliff Robinson,206.0,99.0,University of Southern California,1960.0,Oakland,California
1385,Jim Spanarkel,196.0,86.0,Duke University,1957.0,Jersey City,New Jersey
1386,Bernard Toone,206.0,95.0,Marquette University,1956.0,Yonkers,New York
1387,Duck Williams,188.0,81.0,University of Notre Dame,1956.0,Demopolis,Alabama
1388,Sly Williams,201.0,95.0,University of Rhode Island,1958.0,New Haven,Connecticut
1389,Bubba Wilson,190.0,79.0,Western Carolina University,1955.0,Gastonia,North Carolina
1390,Tony Zeno,203.0,95.0,Arizona State University,1957.0,New Orleans,Louisiana
1391,Darrell Allums,206.0,99.0,"University of California, Los Angeles",1958.0,Los Angeles,California
1392,Norman Black,196.0,83.0,Saint Joseph's University,1957.0,Baltimore,Maryland
1393,Dave Britton,193.0,81.0,Texas A&M University,1958.0,New York,New York
1394,Michael Brooks,201.0,99.0,La Salle University,1958.0,Philadelphia,Pennsylvania
1396,Rickey Brown,208.0,97.0,Mississippi State University,1958.0,Madison County,Mississippi
1397,Joe Barry,193.0,88.0,Georgia Institute of Technology,1969.0,Oakland,California
1398,Butch Carter,196.0,81.0,Indiana University,1958.0,Springfield,Ohio
1399,Reggie Carter,190.0,79.0,St. John's University,1957.0,New York,New York
1400,Art Collins,193.0,83.0,St. Thomas University,1954.0,Sandersville,Georgia
1401,Don Collins,198.0,81.0,Illinois State University,1951.0,Christopher,Illinois
1402,Darwin Cook,190.0,83.0,University of Portland,1958.0,Los Angeles,California
1403,Earl Cureton,206.0,95.0,University of Detroit Mercy,1957.0,Detroit,Michigan
1404,Monti Davis,201.0,92.0,Tennessee State University,1958.0,Warren,Ohio
1405,James Donaldson,218.0,124.0,Washington State University,1957.0,Heacham,United Kingdom
1406,Larry Drew,185.0,77.0,University of Missouri,1958.0,Kansas City,Kansas
1407,Ralph Drollinger,218.0,113.0,"University of California, Los Angeles",1954.0,La Mesa,California
1408,John Duren,190.0,88.0,Georgetown University,1958.0,Washington,District of Columbia
1409,Tony Fuller,193.0,81.0,Pepperdine University,1958.0,Detroit,Michigan
1410,Calvin Garrett,201.0,86.0,Oral Roberts University,1956.0,Parsons,Tennessee
1411,Mike Gminski,211.0,113.0,Duke University,1959.0,Monroe,Connecticut
1412,Darrell Griffith,193.0,86.0,University of Louisville,1958.0,Louisville,Kentucky
1413,Bill Hanzlik,201.0,83.0,University of Notre Dame,1957.0,Middletown,Ohio
1414,Alan Hardy,201.0,88.0,University of Michigan,1957.0,Detroit,Michigan
1415,Mike Harper,208.0,88.0,North Park University,1957.0,Chicago,Illinois
1416,Cedrick Hordges,203.0,99.0,University of South Carolina,1957.0,Montgomery,Alabama
1417,Tony Jackson,193.0,90.0,St. John's University,1942.0,Brooklyn,New York
1418,Lee Johnson,211.0,92.0,East Texas State University,1957.0,Plummerville,Arkansas
1419,Reggie Johnson,206.0,92.0,University of Tennessee,1957.0,Atlanta,Georgia
1420,Edgar Jones,208.0,102.0,"University of Nevada, Reno",1956.0,Fort Rucker,Alabama
1421,Walter Jordan,201.0,89.0,Purdue University,1956.0,Perry,Alabama
1422,Clarence Kea,198.0,98.0,Lamar University,1959.0,Wilmington,North Carolina
1423,Chad Kinch,193.0,86.0,University of North Carolina at Charlotte,1958.0,Perth Amboy,New Jersey
1424,Wayne Kreklow,193.0,79.0,Drake University,1957.0,Neenah,Wisconsin
1425,Bill Laimbeer,211.0,111.0,University of Notre Dame,1957.0,Boston,Massachusetts
1426,Edmund Lawrence,213.0,103.0,McNeese State University,1952.0,Lake Charles,Louisiana
1427,Ronnie Lester,188.0,79.0,University of Iowa,1959.0,Canton,Mississippi
1428,Kyle Macy,190.0,79.0,University of Kentucky,1957.0,Fort Wayne,Indiana
1429,Rick Mahorn,208.0,108.0,Hampton University,1958.0,Hartford,Connecticut
1430,Wes Matthews,185.0,77.0,University of Wisconsin,1959.0,Sarasota,Florida
1431,Bill Mayfield,201.0,92.0,University of Iowa,1957.0,Detroit,Michigan
1432,Keith McCord,201.0,95.0,University of Alabama at Birmingham,1957.0,Birmingham,Alabama
1433,Kevin McHale*,208.0,95.0,University of Minnesota,1957.0,Hibbing,Minnesota
1434,Dick Miller,198.0,97.0,University of Toledo,1958.0,Milwaukee,Wisconsin
1435,Johnny Moore,185.0,79.0,University of Texas at Austin,1958.0,Altoona,Pennsylvania
1436,Lowes Moore,185.0,77.0,West Virginia University,1957.0,Plymouth,South Carolina
1437,Kenny Natt,190.0,83.0,University of Louisiana at Monroe,1958.0,Monroe,Louisiana
1438,Carl Nicks,185.0,79.0,Indiana State University,1958.0,Chicago,Illinois
1439,Mike Niles,198.0,102.0,"California State University, Fullerton",1955.0,Los Angeles,California
1440,Mike O'Koren,201.0,93.0,University of North Carolina,1958.0,Jersey City,New Jersey
1441,Jawann Oldham,213.0,97.0,Seattle University,1957.0,Chicago,Illinois
1442,Louis Orr,203.0,79.0,Syracuse University,1958.0,Cincinnati,Ohio
1443,Myles Patrick,203.0,99.0,Auburn University,1954.0,Macon,Georgia
1444,Tony Price,198.0,86.0,University of Pennsylvania,1957.0,Bronx,New York
1445,Wally Rank,198.0,99.0,San Jose State University,1958.0,Fort Ord,California
1446,Kelvin Ransey,185.0,77.0,Ohio State University,1958.0,Toledo,Ohio
1447,James Ray,203.0,97.0,Jacksonville University,1957.0,New Orleans,Louisiana
1448,Billy Reid,196.0,86.0,University of San Francisco,1957.0,New York,New York
1449,Wayne Robinson,203.0,98.0,Virginia Polytechnic Institute and State University,1958.0,Greensboro,North Carolina
1450,Lorenzo Romar,185.0,79.0,University of Washington,1958.0,South Gate,California
1451,DeWayne Scales,203.0,94.0,Louisiana State University,1958.0,Dallas,Texas
1452,Craig Shelton,201.0,95.0,Georgetown University,1957.0,Washington,District of Columbia
1453,Jerry Sichting,185.0,76.0,Purdue University,1956.0,Martinsville,Indiana
1454,Larry Smith,203.0,97.0,Alcorn State University,1958.0,Rolling Fork,Mississippi
1455,Rory Sparrow,188.0,79.0,Villanova University,1958.0,Suffolk,Virginia
1456,John Stroud,201.0,97.0,University of Mississippi,1957.0,New Albany,Mississippi
1457,Carlos Terry,196.0,95.0,Winston-Salem State University,1956.0,Lexington,North Carolina
1458,Andrew Toney,190.0,80.0,University of Louisiana at Lafayette,1957.0,Birmingham,Alabama
1459,Ronnie Valentine,201.0,95.0,Old Dominion University,1957.0,Norfolk,Virginia
1460,Kiki Vandeweghe,203.0,99.0,"University of California, Los Angeles",1958.0,Wiesbaden,Germany
1461,Brett Vroman,213.0,99.0,"University of Nevada, Las Vegas",1955.0,Hollywood,California
1462,Hawkeye Whitney,201.0,104.0,Iowa State University,1939.0,Brooklyn,New York
1463,Michael Wiley,206.0,90.0,"California State University, Long Beach",1957.0,Long Beach,California
1464,James Wilkes,198.0,86.0,"University of California, Los Angeles",1953.0,Berkeley,California
1465,Jeff Wilkins,211.0,104.0,Illinois State University,1955.0,Chicago,Illinois
1466,Mike Woodson,196.0,88.0,Indiana University,1958.0,Indianapolis,Indiana
1467,Sam Worthen,196.0,88.0,Marquette University,1958.0,Brooklyn,New York
1468,Mark Aguirre,198.0,105.0,DePaul University,1959.0,Chicago,Illinois
1469,Danny Ainge,193.0,79.0,Brigham Young University,1959.0,Eugene,Oregon
1470,Carl Bailey,213.0,95.0,Tuskegee University,1958.0,Birmingham,Alabama
1471,Gene Banks,201.0,97.0,Duke University,1959.0,Philadelphia,Pennsylvania
1472,Rolando Blackman,198.0,86.0,Kansas State University,1959.0,Panama City,Panama
1473,Ray Blume,193.0,83.0,Oregon State University,1958.0,Valdosta,Georgia
1474,Alex Bradley,198.0,86.0,Texas Southern University,1953.0,Utica,Mississippi
1475,Charles Bradley,196.0,97.0,University of Wyoming,1959.0,Havre De Grace,Maryland
1476,Brad Branson,208.0,99.0,Southern Methodist University,1958.0,Harvey,Illinois
1477,Jim Brogan,193.0,83.0,West Virginia Wesleyan College,1958.0,Ardmore,Pennsylvania
1478,Roger Burkman,196.0,79.0,University of Louisville,1958.0,Indianapolis,Indiana
1479,David Burns,188.0,81.0,Saint Louis University,1958.0,Dallas,Texas
1480,Bobby Cattage,206.0,113.0,Auburn University,1958.0,Huntsville,Alabama
1481,Tom Chambers,208.0,99.0,University of Utah,1959.0,Ogden,Utah
1482,Joe Cooper,208.0,104.0,University of Colorado,1957.0,Houston,Texas
1483,Charles Davis,188.0,72.0,Wake Forest University,1949.0,New York,New York
1484,Kenny Dennard,203.0,99.0,Duke University,1958.0,King,North Carolina
1485,Mickey Dillard,190.0,77.0,Florida State University,1958.0,Hollywood,Florida
1486,John Douglas,188.0,77.0,University of Kansas,1956.0,Town Creek,Alabama
1487,Craig Dykema,203.0,86.0,"California State University, Long Beach",1959.0,Lakewood,California
1488,Franklin Edwards,185.0,77.0,Cleveland State University,1959.0,New York,New York
1489,Petur Gudmundsson,218.0,117.0,University of Washington,1958.0,Reykjavik,Iceland
1490,Glenn Hagan,183.0,77.0,St. Bonaventure University,1955.0,Sanford,Florida
1491,Steve Hayes,213.0,92.0,Idaho State University,1955.0,American Falls,Idaho
1492,Tracy Jackson,198.0,92.0,University of Notre Dame,1959.0,Rockville,Maryland
1493,Clay Johnson,208.0,108.0,Florida Agricultural and Mechanical University,1956.0,Monticello,Florida
1494,Frank Johnson,185.0,83.0,Wake Forest University,1958.0,Weirsdale,Florida
1495,Steve Johnson,203.0,99.0,Murray State University,1944.0,Clairton,Pennsylvania
1496,Albert King,198.0,86.0,University of Maryland,1959.0,Brooklyn,New York
1497,Jeff Lamp,198.0,88.0,University of Virginia,1959.0,Minneapolis,Minnesota
1498,Rock Lee,193.0,87.0,University of Oregon,1952.0,Boston,Massachusetts
1499,Alton Lister,213.0,108.0,Arizona State University,1958.0,Dallas,Texas
1500,Lewis Lloyd,198.0,92.0,Drake University,1959.0,Philadelphia,Pennsylvania
1501,Kevin Loder,198.0,92.0,Alabama State University,1959.0,Cassopolis,Michigan
1502,Rudy Macklin,201.0,92.0,Louisiana State University,1958.0,Louisville,Kentucky
1503,John McCullough,193.0,86.0,University of Oklahoma,1956.0,Lima,Ohio
1504,Hank McDowell,206.0,97.0,University of Memphis,1959.0,Memphis,Tennessee
1505,Mike McGee,196.0,86.0,University of Michigan,1959.0,Tyler,Texas
1506,Kevin McKenna,196.0,88.0,Creighton University,1959.0,St. Paul,Minnesota
1507,Larry Nance,208.0,92.0,Clemson University,1959.0,Anderson,South Carolina
1508,Kurt Nimphius,208.0,98.0,Arizona State University,1958.0,Milwaukee,Wisconsin
1509,Mark Radford,193.0,86.0,Oregon State University,1959.0,Tacoma,Washington
1510,Ed Rains,201.0,86.0,University of South Alabama,1956.0,Ocala,Florida
1511,Kurt Rambis,203.0,96.0,Santa Clara University,1958.0,Cupertino,California
1512,Jeff Ruland,208.0,108.0,Iona College,1958.0,Bayshore,New York
1513,Danny Schayes,211.0,106.0,Syracuse University,1959.0,Syracuse,New York
1514,Jim Smith,206.0,102.0,Ohio State University,1958.0,Cleveland,Ohio
1515,Larry Spriggs,201.0,104.0,Howard University,1959.0,Cheverly,Maryland
1516,Isiah Thomas*,185.0,81.0,Indiana University,1961.0,Chicago,Illinois
1517,Ray Tolbert,206.0,102.0,Indiana University,1958.0,Anderson,Indiana
1518,Kelly Tripucka,198.0,99.0,University of Notre Dame,1959.0,Glen Ridge,New Jersey
1519,Elston Turner,196.0,86.0,University of Mississippi,1959.0,Knoxville,Tennessee
1520,Darnell Valentine,185.0,83.0,University of Kansas,1959.0,Chicago,Illinois
1521,Pete Verhoeven,206.0,97.0,"California State University, Fresno",1959.0,Hanford,California
1522,Jay Vincent,201.0,99.0,Michigan State University,1959.0,Kalamazoo,Michigan
1523,Danny Vranes,201.0,95.0,University of Utah,1958.0,Salt Lake City,Utah
1524,Buck Williams,203.0,97.0,University of Maryland,1960.0,Rocky Mount,North Carolina
1525,Herb Williams,208.0,109.0,Ohio State University,1958.0,Columbus,Ohio
1526,Garry Witts,201.0,86.0,College of the Holy Cross,1959.0,Elizabeth,New Jersey
1527,Al Wood,198.0,87.0,University of North Carolina,1958.0,Gray,Georgia
1528,Howard Wood,201.0,106.0,University of Tennessee,1959.0,Southhampton,New York
1529,Orlando Woolridge,206.0,97.0,University of Notre Dame,1959.0,Bernice,Louisiana
1530,Rich Yonakor,206.0,99.0,University of North Carolina,1958.0,Euclid,Ohio
1531,Dwight Anderson,190.0,83.0,University of Southern California,1960.0,Dayton,Ohio
1533,Richard Anderson,208.0,108.0,"University of California, Santa Barbara",1960.0,San Pedro,California
1534,John Bagley,183.0,83.0,Boston College,1960.0,Bridgeport,Connecticut
1535,Dave Batton,208.0,108.0,University of Notre Dame,1956.0,Baltimore,Maryland
1536,Lester Conner,193.0,81.0,Oregon State University,1959.0,Memphis,Tennessee
1537,Chubby Cox,188.0,81.0,University of San Francisco,1955.0,Philadelphia,Pennsylvania
1538,Terry Cummings,206.0,99.0,DePaul University,1961.0,Chicago,Illinois
1539,Quintin Dailey,190.0,81.0,University of San Francisco,1961.0,Baltimore,Maryland
1540,Mark Eaton,224.0,124.0,"University of California, Los Angeles",1957.0,Westminster,California
1541,Jerry Eaves,193.0,81.0,University of Louisville,1959.0,Louisville,Kentucky
1542,Keith Edmonson,196.0,88.0,Purdue University,1960.0,Gulfport,Mississippi
1543,Chris Engler,211.0,111.0,University of Wyoming,1959.0,Stillwater,Minnesota
1544,Bruce Flowers,203.0,102.0,University of Notre Dame,1957.0,Rochester,New York
1545,Sleepy Floyd,190.0,77.0,Georgetown University,1960.0,Gastonia,North Carolina
1546,Bill Garnett,208.0,99.0,University of Portland,1940.0,East St. Louis,Illinois
1547,John Greig,201.0,97.0,University of Oregon,1961.0,Sacramento,California
1548,Scott Hastings,208.0,106.0,University of Arkansas,1960.0,Independence,Kansas
1549,Rod Higgins,201.0,90.0,"California State University, Fresno",1960.0,Monroe,Louisiana
1550,Craig Hodges,188.0,86.0,"California State University, Long Beach",1960.0,Park Forest,Illinois
1551,Marc Iavaroni,203.0,95.0,University of Virginia,1956.0,Jamaica,New York
1552,Jim Johnstone,211.0,111.0,Wake Forest University,1960.0,New Canaan,Connecticut
1553,Hutch Jones,203.0,86.0,Vanderbilt University,1959.0,Buffalo,New York
1554,Clark Kellogg,201.0,102.0,Ohio State University,1961.0,Cleveland,Ohio
1555,Joe Kopicki,206.0,108.0,University of Detroit Mercy,1960.0,Warren,Michigan
1556,Fat Lever,190.0,77.0,Arizona State University,1960.0,Pine Bluff,Arkansas
1557,Cliff Levingston,203.0,95.0,Wichita State University,1961.0,San Diego,California
1558,Steve Lingenfelter,206.0,102.0,South Dakota State University,1958.0,Eau Claire,Wisconsin
1559,Dave Magley,203.0,91.0,University of Kansas,1959.0,South Bend,Indiana
1560,Mark McNamara,211.0,106.0,University of California,1959.0,San Jose,California
1561,Guy Morgan,203.0,92.0,Wake Forest University,1960.0,Virginia Beach,Virginia
1562,Ed Nealy,201.0,107.0,Kansas State University,1960.0,Pittsburg,Kansas
1563,Chuck Nevitt,226.0,98.0,North Carolina State University,1959.0,Cortez,Colorado
1564,Audie Norris,206.0,104.0,Jackson State University,1960.0,Jackson,Mississippi
1565,Eddie Phillips,201.0,102.0,University of Alabama,1961.0,Birmingham,Alabama
1566,Ricky Pierce,193.0,92.0,Rice University,1959.0,Dallas,Texas
1567,Charles Pittman,203.0,99.0,University of Maryland,1958.0,Rocky Mount,North Carolina
1568,Paul Pressey,196.0,83.0,University of Tulsa,1958.0,Richmond,Virginia
1569,Oliver Robinson,193.0,81.0,University of Alabama at Birmingham,1960.0,Birmingham,Alabama
1570,Walker Russell,196.0,88.0,Western Michigan University,1960.0,Pontiac,Michigan
1571,Mike Sanders,198.0,95.0,"University of California, Los Angeles",1960.0,Vidalia,Louisiana
1572,Russ Schoene,208.0,95.0,University of Tennessee at Chattanooga,1960.0,Trenton,Illinois
1573,Ed Sherod,188.0,77.0,Virginia Commonwealth University,1959.0,Richmond,Virginia
1574,Jose Slaughter,196.0,92.0,University of Portland,1960.0,Los Angeles,California
1576,Brook Steppe,196.0,88.0,Georgia Institute of Technology,1959.0,Chapel Hill,North Carolina
1577,Jeff Taylor,193.0,79.0,Texas Tech University,1960.0,Blytheville,Arkansas
1578,Vince Taylor,196.0,81.0,Duke University,1960.0,Lexington,Kentucky
1579,Terry Teagle,196.0,88.0,Baylor University,1960.0,Broaddus,Texas
1580,David Thirdkill,201.0,88.0,Bradley University,1960.0,St. Louis,Missouri
1581,Corny Thompson,203.0,102.0,University of Connecticut,1960.0,Middletown,Connecticut
1582,LaSalle Thompson,208.0,111.0,University of Texas at Austin,1961.0,Cincinnati,Ohio
1583,Darren Tillis,211.0,97.0,Cleveland State University,1960.0,Dallas,Texas
1584,Linton Townes,201.0,86.0,James Madison University,1959.0,Richmond,Virginia
1585,Trent Tucker,196.0,87.0,University of Minnesota,1959.0,Tarboro,North Carolina
1586,Bryan Warrick,196.0,88.0,Saint Joseph's University,1959.0,Moses Lake,Washington
1587,Rory White,203.0,95.0,University of South Alabama,1959.0,Tuskegee,Alabama
1588,Dominique Wilkins*,201.0,90.0,University of Georgia,1960.0,Paris,France
1589,Rickey Williams,185.0,79.0,"California State University, Long Beach",1957.0,Buffalo,New York
1590,Rob Williams,190.0,85.0,West Virginia University,1944.0,Weirton,West Virginia
1591,James Worthy*,206.0,102.0,University of North Carolina,1961.0,Gastonia,North Carolina
1592,Jim Zoet,216.0,108.0,Kent State University,1953.0,Uxbridge,Canada
1593,Ken Austin,206.0,92.0,Rice University,1961.0,Los Angeles,California
1594,Thurl Bailey,211.0,97.0,North Carolina State University,1961.0,Washington,District of Columbia
1595,Randy Breuer,221.0,104.0,University of Minnesota,1960.0,Lake City,Minnesota
1596,Wallace Bryant,213.0,111.0,University of San Francisco,1959.0,Madrid,Spain
1597,Howard Carter,196.0,97.0,Louisiana State University,1961.0,Baton Rouge,Louisiana
1598,Carlos Clark,193.0,95.0,University of Mississippi,1960.0,Somerville,Tennessee
1599,Leroy Combs,203.0,95.0,Oklahoma State University,1961.0,Oklahoma City,Oklahoma
1600,Russell Cross,208.0,97.0,Purdue University,1961.0,Chicago,Illinois
1601,Darren Daye,203.0,99.0,"University of California, Los Angeles",1960.0,Des Moines,Iowa
1602,Clyde Drexler*,201.0,95.0,University of Houston,1962.0,New Orleans,Louisiana
1603,Craig Ehlo,198.0,81.0,Washington State University,1961.0,Lubbock,Texas
1604,Dale Ellis,201.0,92.0,University of Tennessee,1960.0,Marietta,Georgia
1605,Rod Foster,185.0,72.0,"University of California, Los Angeles",1960.0,Birmingham,Alabama
1606,John Garris,203.0,92.0,Boston College,1959.0,Bridgeport,Connecticut
1607,Mike Gibson,208.0,92.0,University of South Carolina Upstate,1960.0,Williamsburg County,South Carolina
1608,Stewart Granger,190.0,86.0,Villanova University,1961.0,Montreal,Canada
1609,Sidney Green,188.0,83.0,Duquesne University,1933.0,New York,New York
1610,Bob Hansen,198.0,86.0,University of Iowa,1961.0,Des Moines,Iowa
1611,Derek Harper,193.0,83.0,University of Illinois at Urbana-Champaign,1961.0,Elberton,Georgia
1612,Roy Hinson,206.0,95.0,Rutgers University,1961.0,Trenton,New Jersey
1613,Charles Jones,206.0,97.0,Albany State University,1957.0,McGehee,Arkansas
1614,Mark Jones,206.0,102.0,Albany State University,1953.0,McGhee,Arkansas
1615,Greg Kite,211.0,113.0,Brigham Young University,1961.0,Houston,Texas
1616,Bruce Kuczenski,208.0,104.0,University of Connecticut,1961.0,Bristol,Connecticut
1617,Darrell Lockhart,206.0,111.0,Auburn University,1960.0,Thomaston,Georgia
1618,Sidney Lowe,183.0,88.0,North Carolina State University,1960.0,Washington,District of Columbia
1619,Jeff Malone,193.0,92.0,Mississippi State University,1961.0,Mobile,Alabama
1620,Pace Mannion,201.0,86.0,University of Utah,1960.0,Salt Lake City,Utah
