best_of,draw_size,loser_age,loser_id,loser_name,loser_rank,loser_rank_points,match_num,round,score,surface,tourney_level,tourney_name,winner_age,winner_id,winner_name,winner_rank,winner_rank_points
3,128,25.59890486,200096,Mary Pierce,4.0,3179.0,118,R16,6-4 RET,Hard,G,US Open,25.71389459,200081,Anke Huber,10.0,1933.0
3,128,17.36071184,200120,Jelena Dokic,43.0,758.0,119,R16,7-6 6-0,Hard,G,US Open,18.90212183,200033,Serena Williams,5.0,2911.0
3,128,18.22313484,200003,Justine Henin,66.0,490.0,120,R16,6-0 6-4,Hard,G,US Open,24.20260096,200128,Lindsay Davenport,2.0,5538.0
3,128,26.71868583,200652,Monica Seles,6.0,2854.0,121,QF,6-0 7-5,Hard,G,US Open,19.89048597,200001,Martina Hingis,1.0,5884.0
3,128,32.84599589,200097,Nathalie Tauziat,8.0,2255.0,122,QF,6-4 1-6 6-1,Hard,G,US Open,20.1779603,200748,Venus Williams,3.0,3667.0
3,128,25.71389459,200081,Anke Huber,10.0,1933.0,123,QF,6-1 3-6 6-3,Hard,G,US Open,18.85010267,200108,Elena Dementieva,25.0,1058.0
3,128,18.90212183,200033,Serena Williams,5.0,2911.0,124,QF,6-4 6-2,Hard,G,US Open,24.20260096,200128,Lindsay Davenport,2.0,5538.0
3,128,19.89048597,200001,Martina Hingis,1.0,5884.0,125,SF,4-6 6-3 7-5,Hard,G,US Open,20.1779603,200748,Venus Williams,3.0,3667.0
3,128,18.85010267,200108,Elena Dementieva,25.0,1058.0,126,SF,6-2 7-6,Hard,G,US Open,24.20260096,200128,Lindsay Davenport,2.0,5538.0
3,128,24.20260096,200128,Lindsay Davenport,2.0,5538.0,127,F,6-4 7-5,Hard,G,US Open,20.1779603,200748,Venus Williams,3.0,3667.0
3,56,22.00958248,200068,Lilia Osterloh,98.0,316.0,1,R64,6-1 6-3,Clay,T2,Amelia Island,20.5119781,201205,Tracy Almeda Singian,198.0,111.0
3,56,25.741273100000004,200047,Pavlina Nola,108.0,274.0,2,R64,6-3 6-2,Clay,T2,Amelia Island,19.31827515,200083,Alexandra Stevenson,43.0,706.0
3,56,29.16084873,200095,Linda Wild,173.0,135.0,3,R64,6-3 6-1,Clay,T2,Amelia Island,22.23682409,200007,Silvija Talaja,23.0,1098.0
3,56,26.60095825,200682,Joannette Kruger,100.0,306.0,4,R64,7-6(7) 6-2,Clay,T2,Amelia Island,24.58863792,200048,Elena Likhovtseva,21.0,1249.0
3,56,19.137577,200122,Tina Pisnik,80.0,393.0,5,R64,6-0 6-2,Clay,T2,Amelia Island,21.31964408,200098,Henrieta Nagyova,75.0,418.0
3,56,17.83983573,200069,Nadia Petrova,57.0,550.0,6,R64,7-5 4-6 6-2,Clay,T2,Amelia Island,21.32238193,200067,Patty Schnyder,30.0,897.0
3,56,21.16358658,200767,Holly Parkinson,99.0,310.0,7,R64,6-1 6-4,Clay,T2,Amelia Island,18.48596851,200108,Elena Dementieva,34.0,840.0
3,56,23.22518823,200121,Alina Jidkova,93.0,326.0,8,R64,6-4 6-3,Clay,T2,Amelia Island,16.99657769,200120,Jelena Dokic,42.0,707.0
3,56,27.55646817,200041,Amy Frazier,17.0,1381.0,9,R64,6-2 6-7(1) 7-6(5),Clay,T2,Amelia Island,25.051334699999998,200010,Rita Grande,70.0,456.0
3,56,29.0568104,200028,Maureen Drake,78.0,405.0,10,R64,7-5 6-3,Clay,T2,Amelia Island,24.14236824,200039,Chanda Rubin,25.0,1010.0
3,56,27.4880219,200057,Erika De Lone,65.0,501.0,11,R64,6-4 6-1,Clay,T2,Amelia Island,18.75701574,200772,Anastasia Myskina,55.0,558.0
3,56,25.83709788,200012,Jana Nejedly,84.0,363.0,12,R64,6-1 6-1,Clay,T2,Amelia Island,26.29705681,200061,Gala Leon Garcia,59.0,542.0
3,56,23.03353867,200062,Kristina Brandi,44.0,685.0,13,R64,1-6 6-4 6-4,Clay,T2,Amelia Island,22.87474333,200045,Tara Snyder,82.0,370.0
3,56,23.73169062,200745,Andrea Glass,206.0,104.0,14,R64,7-5 6-1,Clay,T2,Amelia Island,21.11156742,200027,Magui Serna,48.0,633.0
3,56,23.65776865,200063,Tatiana Panova,41.0,708.0,15,R64,6-0 6-4,Clay,T2,Amelia Island,28.46817248,200064,Amanda Coetzer,20.0,1272.0
3,56,27.46064339,200059,Ruxandra Dragomir Ilie,26.0,977.0,16,R64,4-6 6-4 7-5,Clay,T2,Amelia Island,24.81861739,200084,Asa Svensson,53.0,560.0
3,56,23.75359343,200022,Emmanuelle Gagliardi,52.0,575.0,17,R64,6-4 6-4,Clay,T2,Amelia Island,22.20396988,200125,Corina Morariu,33.0,858.0
3,56,22.66119097,200723,Iva Majoli,466.0,23.0,18,R64,6-3 6-1,Clay,T2,Amelia Island,23.73442847,200040,Anna Smashnova,40.0,732.0
3,56,18.08898015,200002,Mirjana Lucic,49.0,619.0,19,R64,6-1 6-3,Clay,T2,Amelia Island,24.48186174,200124,Anne Kremer,35.0,794.0
3,56,21.25667351,200110,Fabiola Zuluaga,68.0,491.0,20,R64,6-4 7-6(3),Clay,T2,Amelia Island,27.09924709,200036,Nicole Pratt,51.0,582.0
3,56,26.04243669,200051,Irina Spirlea,38.0,761.0,21,R64,6-3 5-7 6-3,Clay,T2,Amelia Island,24.76659822,200085,Ai Sugiyama,19.0,1320.0
3,56,19.16221766,200766,Jennifer Hopkins,120.0,228.0,22,R64,6-4 0-6 6-1,Clay,T2,Amelia Island,26.66666667,200020,Lisa Raymond,28.0,940.0
3,56,25.02669405,200086,Magdalena Maleeva,58.0,546.0,23,R64,6-4 6-2,Clay,T2,Amelia Island,23.96167009,200099,Sonya Jeyaseelan,96.0,320.0
3,56,26.97604381,200014,Tzipi Obziler,160.0,158.0,24,R64,6-1 6-1,Clay,T2,Amelia Island,23.79739904,200107,Paola Suarez,62.0,524.0
3,56,20.5119781,201205,Tracy Almeda Singian,198.0,111.0,25,R32,6-1 6-3,Clay,T2,Amelia Island,25.23477071,200096,Mary Pierce,4.0,2571.0
3,56,19.31827515,200083,Alexandra Stevenson,43.0,706.0,26,R32,4-6 6-2 6-2,Clay,T2,Amelia Island,22.23682409,200007,Silvija Talaja,23.0,1098.0
3,56,21.31964408,200098,Henrieta Nagyova,75.0,418.0,27,R32,6-2 3-0 RET,Clay,T2,Amelia Island,24.58863792,200048,Elena Likhovtseva,21.0,1249.0
3,56,28.01916496,200016,Sandrine Testud,10.0,1867.0,28,R32,7-6(4) 7-6(0),Clay,T2,Amelia Island,21.32238193,200067,Patty Schnyder,30.0,897.0
3,56,18.48596851,200108,Elena Dementieva,34.0,840.0,29,R32,7-5 6-2,Clay,T2,Amelia Island,27.9835729,200049,Conchita Martinez,8.0,1911.0
3,56,25.051334699999998,200010,Rita Grande,70.0,456.0,30,R32,6-2 6-3,Clay,T2,Amelia Island,16.99657769,200120,Jelena Dokic,42.0,707.0
3,56,18.75701574,200772,Anastasia Myskina,55.0,558.0,31,R32,6-1 3-6 6-4,Clay,T2,Amelia Island,24.14236824,200039,Chanda Rubin,25.0,1010.0
3,56,26.29705681,200061,Gala Leon Garcia,59.0,542.0,32,R32,6-2 6-2,Clay,T2,Amelia Island,24.08487337,200032,Barbara Schett,13.0,1649.0
3,56,22.87474333,200045,Tara Snyder,82.0,370.0,33,R32,6-4 0-6 6-4,Clay,T2,Amelia Island,28.31211499,200017,Arantxa Sanchez Vicario,11.0,1797.0
3,56,21.11156742,200027,Magui Serna,48.0,633.0,34,R32,6-4 6-4,Clay,T2,Amelia Island,28.46817248,200064,Amanda Coetzer,20.0,1272.0
3,56,24.81861739,200084,Asa Svensson,53.0,560.0,35,R32,6-2 6-4,Clay,T2,Amelia Island,22.20396988,200125,Corina Morariu,33.0,858.0
3,56,23.73442847,200040,Anna Smashnova,40.0,732.0,36,R32,7-6(0) 6-0,Clay,T2,Amelia Island,26.35455168,200652,Monica Seles,9.0,1891.0
3,56,24.48186174,200124,Anne Kremer,35.0,794.0,37,R32,7-5 7-6(4),Clay,T2,Amelia Island,18.84188912,200113,Anna Kournikova,14.0,1499.0
3,56,24.76659822,200085,Ai Sugiyama,19.0,1320.0,38,R32,6-1 7-5,Clay,T2,Amelia Island,27.09924709,200036,Nicole Pratt,51.0,582.0
3,56,26.66666667,200020,Lisa Raymond,28.0,940.0,39,R32,6-4 6-4,Clay,T2,Amelia Island,23.96167009,200099,Sonya Jeyaseelan,96.0,320.0
3,56,18.53798768,200033,Serena Williams,6.0,2488.0,40,R32,6-3 4-6 5-2 RET,Clay,T2,Amelia Island,23.79739904,200107,Paola Suarez,62.0,524.0
3,56,22.23682409,200007,Silvija Talaja,23.0,1098.0,41,R16,6-4 7-5,Clay,T2,Amelia Island,25.23477071,200096,Mary Pierce,4.0,2571.0
3,56,21.32238193,200067,Patty Schnyder,30.0,897.0,42,R16,6-3 7-6(4),Clay,T2,Amelia Island,24.58863792,200048,Elena Likhovtseva,21.0,1249.0
3,56,16.99657769,200120,Jelena Dokic,42.0,707.0,43,R16,6-1 6-4,Clay,T2,Amelia Island,27.9835729,200049,Conchita Martinez,8.0,1911.0
3,56,24.14236824,200039,Chanda Rubin,25.0,1010.0,44,R16,6-0 6-2,Clay,T2,Amelia Island,24.08487337,200032,Barbara Schett,13.0,1649.0
3,56,28.46817248,200064,Amanda Coetzer,20.0,1272.0,45,R16,6-2 6-4,Clay,T2,Amelia Island,28.31211499,200017,Arantxa Sanchez Vicario,11.0,1797.0
3,56,22.20396988,200125,Corina Morariu,33.0,858.0,46,R16,6-3 6-1,Clay,T2,Amelia Island,26.35455168,200652,Monica Seles,9.0,1891.0
3,56,27.09924709,200036,Nicole Pratt,51.0,582.0,47,R16,6-0 7-5,Clay,T2,Amelia Island,18.84188912,200113,Anna Kournikova,14.0,1499.0
3,56,23.96167009,200099,Sonya Jeyaseelan,96.0,320.0,48,R16,6-2 6-3,Clay,T2,Amelia Island,23.79739904,200107,Paola Suarez,62.0,524.0
3,56,25.23477071,200096,Mary Pierce,4.0,2571.0,49,QF,2-6 6-4 6-4,Clay,T2,Amelia Island,24.58863792,200048,Elena Likhovtseva,21.0,1249.0
3,56,24.08487337,200032,Barbara Schett,13.0,1649.0,50,QF,6-4 6-3,Clay,T2,Amelia Island,27.9835729,200049,Conchita Martinez,8.0,1911.0
3,56,28.31211499,200017,Arantxa Sanchez Vicario,11.0,1797.0,51,QF,6-1 6-3,Clay,T2,Amelia Island,26.35455168,200652,Monica Seles,9.0,1891.0
3,56,18.84188912,200113,Anna Kournikova,14.0,1499.0,52,QF,2-6 6-2 6-4,Clay,T2,Amelia Island,23.79739904,200107,Paola Suarez,62.0,524.0
3,56,24.58863792,200048,Elena Likhovtseva,21.0,1249.0,53,SF,6-3 6-2,Clay,T2,Amelia Island,27.9835729,200049,Conchita Martinez,8.0,1911.0
3,56,23.79739904,200107,Paola Suarez,62.0,524.0,54,SF,6-3 6-2,Clay,T2,Amelia Island,26.35455168,200652,Monica Seles,9.0,1891.0
3,56,27.9835729,200049,Conchita Martinez,8.0,1911.0,55,F,6-3 6-2,Clay,T2,Amelia Island,26.35455168,200652,Monica Seles,9.0,1891.0
3,32,25.61259411,200024,Maria Vento Kabchi,110.0,262.0,1,R32,6-3 6-3,Hard,T4,Auckland,24.32032854,200048,Elena Likhovtseva,18.0,1393.0
3,32,19.95071869,200115,Brie Rippner,91.0,325.0,2,R32,6-4 6-2,Hard,T4,Auckland,18.81177276,200011,Katarina Srebotnik,66.0,471.0
3,32,21.41273101,200114,Patricia Wartusch,90.0,333.0,3,R32,1-6 6-1 6-3,Hard,T4,Auckland,25.5687885,200012,Jana Nejedly,88.0,338.0
3,32,25.61806982,200087,Seda Noorlander,80.0,369.0,4,R32,6-0 6-1,Hard,T4,Auckland,20.87611225,200072,Cara Black,50.0,629.0
3,32,22.15468857,200035,Maria Sanchez Lorenzo,41.0,707.0,5,R32,7-6(6) 6-4,Hard,T4,Auckland,21.75770021,200030,Miroslava Vavrinec,104.0,282.0
3,32,19.92607803,200123,Marlene Weingartner,92.0,319.0,6,R32,6-4 7-6(3),Hard,T4,Auckland,19.63312799,201291,Nuria Llagostera Vives,234.0,86.0
3,32,19.299110199999998,201753,Rewa Harriman,393.0,32.0,7,R32,6-3 6-3,Hard,T4,Auckland,23.89322382,200100,Amanda Hopmans,83.0,347.0
3,32,28.78850103,200028,Maureen Drake,57.0,547.0,8,R32,6-3 6-3,Hard,T4,Auckland,20.56947296,200104,Emilie Loit,101.0,293.0
3,32,21.96030116,200031,Meilen Tu,103.0,284.0,9,R32,6-3 6-4,Hard,T4,Auckland,23.466119100000004,200040,Anna Smashnova,47.0,644.0
3,32,21.96030116,200015,Petra Mandula,109.0,266.0,10,R32,3-6 6-4 6-4,Hard,T4,Auckland,26.28336756,200118,Virginia Ruano Pascual,85.0,346.0
3,32,28.56125941,200026,Florencia Labat,117.0,236.0,11,R32,6-7(3) 6-1 7-6(3),Hard,T4,Auckland,20.72553046,200046,Meghann Shaughnessy,99.0,297.0
3,32,20.93360712,200078,Barbara Schwartz,42.0,705.0,12,R32,6-1 5-7 6-4,Hard,T4,Auckland,23.94250513,200774,Vanessa Webb,141.0,189.0
3,32,22.7652293,200062,Kristina Brandi,55.0,578.0,13,R32,6-1 6-1,Hard,T4,Auckland,23.52908966,200107,Paola Suarez,72.0,421.0
3,32,24.82683094,200053,Lubomira Bacheva,73.0,416.0,14,R32,6-4 6-1,Hard,T4,Auckland,25.50034223,200754,Jill Craybas,175.0,133.0
3,32,25.47296372,200047,Pavlina Nola,115.0,244.0,15,R32,6-0 6-7(3) 7-6(4),Hard,T4,Auckland,23.81382615,200055,Mariana Diaz Oliva,107.0,274.0
3,32,18.98425736,201754,Leanne Baker,281.0,65.0,16,R32,6-1 7-6(3),Hard,T4,Auckland,24.21355236,200124,Anne Kremer,31.0,834.0
3,32,18.81177276,200011,Katarina Srebotnik,66.0,471.0,17,R16,3-6 6-0 6-4,Hard,T4,Auckland,24.32032854,200048,Elena Likhovtseva,18.0,1393.0
3,32,25.5687885,200012,Jana Nejedly,88.0,338.0,18,R16,6-1 7-6(3),Hard,T4,Auckland,20.87611225,200072,Cara Black,50.0,629.0
3,32,19.63312799,201291,Nuria Llagostera Vives,234.0,86.0,19,R16,6-2 0-6 6-3,Hard,T4,Auckland,21.75770021,200030,Miroslava Vavrinec,104.0,282.0
3,32,20.56947296,200104,Emilie Loit,101.0,293.0,20,R16,0-6 6-3 6-3,Hard,T4,Auckland,23.89322382,200100,Amanda Hopmans,83.0,347.0
3,32,26.28336756,200118,Virginia Ruano Pascual,85.0,346.0,21,R16,5-7 7-6(2) 7-6(3),Hard,T4,Auckland,23.466119100000004,200040,Anna Smashnova,47.0,644.0
3,32,23.94250513,200774,Vanessa Webb,141.0,189.0,22,R16,7-6(4) 6-0,Hard,T4,Auckland,20.72553046,200046,Meghann Shaughnessy,99.0,297.0
3,32,25.50034223,200754,Jill Craybas,175.0,133.0,23,R16,6-2 6-2,Hard,T4,Auckland,23.52908966,200107,Paola Suarez,72.0,421.0
3,32,23.81382615,200055,Mariana Diaz Oliva,107.0,274.0,24,R16,7-6(4) 6-1,Hard,T4,Auckland,24.21355236,200124,Anne Kremer,31.0,834.0
3,32,24.32032854,200048,Elena Likhovtseva,18.0,1393.0,25,QF,6-3 7-5,Hard,T4,Auckland,20.87611225,200072,Cara Black,50.0,629.0
3,32,21.75770021,200030,Miroslava Vavrinec,104.0,282.0,26,QF,7-6(6) 6-2,Hard,T4,Auckland,23.89322382,200100,Amanda Hopmans,83.0,347.0
3,32,23.466119100000004,200040,Anna Smashnova,47.0,644.0,27,QF,6-4 6-2,Hard,T4,Auckland,20.72553046,200046,Meghann Shaughnessy,99.0,297.0
3,32,23.52908966,200107,Paola Suarez,72.0,421.0,28,QF,6-3 5-7 6-4,Hard,T4,Auckland,24.21355236,200124,Anne Kremer,31.0,834.0
3,32,23.89322382,200100,Amanda Hopmans,83.0,347.0,29,SF,6-3 6-3,Hard,T4,Auckland,20.87611225,200072,Cara Black,50.0,629.0
3,32,20.72553046,200046,Meghann Shaughnessy,99.0,297.0,30,SF,6-3 6-3,Hard,T4,Auckland,24.21355236,200124,Anne Kremer,31.0,834.0
3,32,20.87611225,200072,Cara Black,50.0,629.0,31,F,6-4 6-4,Hard,T4,Auckland,24.21355236,200124,Anne Kremer,31.0,834.0
3,32,29.71663244,200042,Els Callens,84.0,366.0,1,R32,7-5 6-2,Clay,T4,Antwerp,28.54483231,200064,Amanda Coetzer,16.0,1497.0
3,32,20.79123888,200775,Tatiana Kovaltchouk,220.0,95.0,2,R32,7-5 7-6(6),Clay,T4,Antwerp,22.1026694,200030,Miroslava Vavrinec,86.0,352.0
3,32,19.72347707,200092,Sandra Nacuk,94.0,322.0,3,R32,1-6 6-2 6-4,Clay,T4,Antwerp,20.11498973,201409,Michaela Pastikova,221.0,95.0
3,32,17.04312115,201290,Daniela Hantuchova,158.0,160.0,5,R32,7-6(6) 6-1,Clay,T4,Antwerp,16.91718001,200079,Kim Clijsters,28.0,954.0
3,32,27.03627652,200094,Barbara Rittner,99.0,308.0,6,R32,7-6(6) 6-2,Clay,T4,Antwerp,25.17180014,200053,Lubomira Bacheva,81.0,388.0
3,32,20.82135524,201354,Libuse Prusova,194.0,118.0,7,R32,1-6 6-3 6-2,Clay,T4,Antwerp,24.30390144,200076,Laurence Courtois,103.0,292.0
3,32,21.24024641,200767,Holly Parkinson,87.0,345.0,8,R32,7-5 6-7(4) 6-1,Clay,T4,Antwerp,26.7652293,200006,Karina Habsudova,54.0,609.0
3,32,24.03832991,200099,Sonya Jeyaseelan,83.0,368.0,9,R32,4-6 7-5 6-2,Clay,T4,Antwerp,24.89527721,200084,Asa Svensson,56.0,588.0
3,32,20.29568789,200115,Brie Rippner,119.0,226.0,10,R32,7-5 6-2,Clay,T4,Antwerp,18.83915127,200056,Jelena Kostanic Tosic,92.0,333.0
3,32,23.54551677,201813,Patty Van Acker,247.0,78.0,11,R32,6-4 3-6 7-5,Clay,T4,Antwerp,20.58863792,201205,Tracy Almeda Singian,176.0,137.0
3,32,15.8329911,201814,Michelle Gerards,894.0,3.0,12,R32,6-4 6-2,Clay,T4,Antwerp,24.75564682,200106,Angeles Montolio,49.0,639.0
3,32,25.913757699999998,200012,Jana Nejedly,73.0,458.0,13,R32,6-3 6-4,Clay,T4,Antwerp,22.11635866,200093,Amelie Cocheteux,79.0,399.0
3,32,21.3963039,200098,Henrieta Nagyova,76.0,410.0,14,R32,6-3 6-2,Clay,T4,Antwerp,19.23887748,200766,Jennifer Hopkins,116.0,239.0
3,32,20.29842574,201815,Petra Rampre,186.0,129.0,15,R32,6-2 7-5,Clay,T4,Antwerp,25.65366188,200066,Cristina Torrens Valero,88.0,344.0
3,32,22.00136893,200050,Sandra Kleinova,89.0,343.0,16,R32,6-2 1-6 6-4,Clay,T4,Antwerp,28.04380561,200037,Sabine Appelmans,26.0,1043.0
3,32,22.1026694,200030,Miroslava Vavrinec,86.0,352.0,17,R16,6-1 6-2,Clay,T4,Antwerp,28.54483231,200064,Amanda Coetzer,16.0,1497.0
3,32,20.11498973,201409,Michaela Pastikova,221.0,95.0,18,R16,7-5 7-5,Clay,T4,Antwerp,21.07049966,200046,Meghann Shaughnessy,67.0,506.0
3,32,16.91718001,200079,Kim Clijsters,28.0,954.0,19,R16,6-2 6-2,Clay,T4,Antwerp,25.17180014,200053,Lubomira Bacheva,81.0,388.0
3,32,26.7652293,200006,Karina Habsudova,54.0,609.0,20,R16,6-0 6-2,Clay,T4,Antwerp,24.30390144,200076,Laurence Courtois,103.0,292.0
3,32,24.89527721,200084,Asa Svensson,56.0,588.0,21,R16,6-3 6-2,Clay,T4,Antwerp,18.83915127,200056,Jelena Kostanic Tosic,92.0,333.0
3,32,20.58863792,201205,Tracy Almeda Singian,176.0,137.0,22,R16,6-3 6-2,Clay,T4,Antwerp,24.75564682,200106,Angeles Montolio,49.0,639.0
3,32,22.11635866,200093,Amelie Cocheteux,79.0,399.0,23,R16,W/O,Clay,T4,Antwerp,19.23887748,200766,Jennifer Hopkins,116.0,239.0
3,32,28.04380561,200037,Sabine Appelmans,26.0,1043.0,24,R16,3-6 7-6(4) 6-4,Clay,T4,Antwerp,25.65366188,200066,Cristina Torrens Valero,88.0,344.0
3,32,21.07049966,200046,Meghann Shaughnessy,67.0,506.0,25,QF,6-1 6-3,Clay,T4,Antwerp,28.54483231,200064,Amanda Coetzer,16.0,1497.0
3,32,25.17180014,200053,Lubomira Bacheva,81.0,388.0,26,QF,6-7(3) 6-3 6-4,Clay,T4,Antwerp,24.30390144,200076,Laurence Courtois,103.0,292.0
3,32,24.75564682,200106,Angeles Montolio,49.0,639.0,27,QF,7-6(5) 7-6(5),Clay,T4,Antwerp,18.83915127,200056,Jelena Kostanic Tosic,92.0,333.0
3,32,19.23887748,200766,Jennifer Hopkins,116.0,239.0,28,QF,0-6 6-4 6-4,Clay,T4,Antwerp,25.65366188,200066,Cristina Torrens Valero,88.0,344.0
3,32,24.30390144,200076,Laurence Courtois,103.0,292.0,29,SF,6-0 6-3,Clay,T4,Antwerp,28.54483231,200064,Amanda Coetzer,16.0,1497.0
3,32,18.83915127,200056,Jelena Kostanic Tosic,92.0,333.0,30,SF,6-4 6-2,Clay,T4,Antwerp,25.65366188,200066,Cristina Torrens Valero,88.0,344.0
3,32,25.65366188,200066,Cristina Torrens Valero,88.0,344.0,31,F,4-6 6-2 6-3,Clay,T4,Antwerp,28.54483231,200064,Amanda Coetzer,16.0,1497.0
3,56,23.79192334,200040,Anna Smashnova,36.0,778.0,1,R64,7-6(4) 6-4,Clay,T1,Berlin,23.8110883,200022,Emmanuelle Gagliardi,70.0,485.0
3,56,23.71526352,200063,Tatiana Panova,44.0,708.0,2,R64,6-2 7-6(7),Clay,T1,Berlin,19.37577002,200083,Alexandra Stevenson,40.0,725.0
3,56,20.77207392,200070,Anne Gaelle Sidot,32.0,852.0,3,R64,6-1 6-2,Clay,T1,Berlin,22.29431896,200007,Silvija Talaja,23.0,1114.0
3,56,24.46543463,200127,Sarah Pitkowski Malcor,38.0,732.0,4,R64,7-5 7-5,Clay,T1,Berlin,27.51813826,200059,Ruxandra Dragomir Ilie,24.0,1092.0
3,56,21.98220397,200050,Sandra Kleinova,89.0,343.0,5,R64,6-2 6-1,Clay,T1,Berlin,21.22655715,200044,Denisa Chladkova,41.0,716.0
3,56,23.78918549,200745,Andrea Glass,248.0,78.0,6,R64,6-1 6-0,Clay,T1,Berlin,22.26146475,200125,Corina Morariu,43.0,712.0
3,56,17.55509925,201310,Martina Muller,377.0,36.0,7,R64,6-3 4-6 6-3,Clay,T1,Berlin,22.7816564,200054,Sylvia Plischke,30.0,946.0
3,56,19.95893224,201291,Nuria Llagostera Vives,139.0,184.0,8,R64,6-2 6-0,Clay,T1,Berlin,23.85489391,200107,Paola Suarez,39.0,728.0
3,56,25.79876797,200047,Pavlina Nola,106.0,281.0,9,R64,6-3 6-1,Clay,T1,Berlin,20.82409309,200065,Amelie Mauresmo,17.0,1443.0
3,56,27.01711157,200094,Barbara Rittner,99.0,308.0,10,R64,6-1 6-4,Clay,T1,Berlin,24.19986311,200039,Chanda Rubin,26.0,1047.0
3,56,26.74606434,200006,Karina Habsudova,52.0,609.0,11,R64,6-2 6-0,Clay,T1,Berlin,22.28610541,200031,Meilen Tu,122.0,213.0
3,56,21.31416838,200110,Fabiola Zuluaga,68.0,491.0,12,R64,7-5 6-0,Clay,T1,Berlin,26.35455168,200061,Gala Leon Garcia,57.0,553.0
3,56,19.50444901,201084,Nadejda Ostrovskaya,119.0,227.0,13,R64,6-3 6-3,Clay,T1,Berlin,24.73648186,200106,Angeles Montolio,54.0,600.0
3,56,19.137577,200011,Katarina Srebotnik,80.0,408.0,14,R64,7-5 7-6(4),Clay,T1,Berlin,21.16906229,200027,Magui Serna,48.0,638.0
3,56,24.82409309,200085,Ai Sugiyama,22.0,1230.0,15,R64,7-5 3-6 6-1,Clay,T1,Berlin,24.91444216,200706,Catalina Cristea,116.0,234.0
3,56,21.30869268,201284,Tatiana Poutchek,112.0,247.0,16,R64,6-1 6-0,Clay,T1,Berlin,28.52566735,200064,Amanda Coetzer,18.0,1327.0
3,56,18.14647502,200002,Mirjana Lucic,50.0,620.0,17,R64,7-6(1) 6-3,Clay,T1,Berlin,24.53935661,200124,Anne Kremer,34.0,790.0
3,56,22.097193700000002,200093,Amelie Cocheteux,77.0,426.0,18,R64,6-1 6-1,Clay,T1,Berlin,20.54483231,200025,Ludmila Cervanova,135.0,191.0
3,56,21.2019165,200072,Cara Black,46.0,656.0,19,R64,2-6 7-6(0) 6-2,Clay,T1,Berlin,18.54346338,200108,Elena Dementieva,31.0,880.0
3,56,25.08418891,200086,Magdalena Maleeva,60.0,546.0,20,R64,4-6 6-4 6-4,Clay,T1,Berlin,24.81314168,200117,Kveta Peschke,45.0,660.0
3,56,21.3798768,200067,Patty Schnyder,28.0,974.0,21,R64,6-3 6-4,Clay,T1,Berlin,22.21218344,200119,Rita Kuti Kis,74.0,437.0
3,56,22.03422313,200769,Giulia Casoni,123.0,210.0,22,R64,6-2 6-4,Clay,T1,Berlin,28.02464066,200037,Sabine Appelmans,25.0,1060.0
3,56,29.04312115,200116,Natalia Zvereva,33.0,794.0,24,R64,6-1 6-1,Clay,T1,Berlin,26.65845311,200682,Joannette Kruger,90.0,336.0
3,56,23.8110883,200022,Emmanuelle Gagliardi,70.0,485.0,25,R32,6-2 6-2,Clay,T1,Berlin,19.58384668,200001,Martina Hingis,2.0,6046.0
3,56,19.37577002,200083,Alexandra Stevenson,40.0,725.0,26,R32,6-1 6-3,Clay,T1,Berlin,22.29431896,200007,Silvija Talaja,23.0,1114.0
3,56,27.51813826,200059,Ruxandra Dragomir Ilie,24.0,1092.0,27,R32,6-7(3) 6-3 6-4,Clay,T1,Berlin,21.22655715,200044,Denisa Chladkova,41.0,716.0
3,56,22.26146475,200125,Corina Morariu,43.0,712.0,28,R32,6-1 7-6(2),Clay,T1,Berlin,28.07665982,200016,Sandrine Testud,10.0,1867.0
3,56,22.7816564,200054,Sylvia Plischke,30.0,946.0,29,R32,6-0 RET,Clay,T1,Berlin,28.04106776,200049,Conchita Martinez,8.0,2208.0
3,56,20.82409309,200065,Amelie Mauresmo,17.0,1443.0,30,R32,4-6 6-3 6-4,Clay,T1,Berlin,23.85489391,200107,Paola Suarez,39.0,728.0
3,56,22.28610541,200031,Meilen Tu,122.0,213.0,31,R32,6-3 6-1,Clay,T1,Berlin,24.19986311,200039,Chanda Rubin,26.0,1047.0
3,56,18.89938398,200113,Anna Kournikova,13.0,1581.0,32,R32,6-4 4-6 6-4,Clay,T1,Berlin,26.35455168,200061,Gala Leon Garcia,57.0,553.0
3,56,24.73648186,200106,Angeles Montolio,54.0,600.0,33,R32,7-6(5) 6-1,Clay,T1,Berlin,25.407255300000003,200081,Anke Huber,14.0,1535.0
3,56,24.91444216,200706,Catalina Cristea,116.0,234.0,34,R32,6-2 6-1,Clay,T1,Berlin,21.16906229,200027,Magui Serna,48.0,638.0
3,56,24.53935661,200124,Anne Kremer,34.0,790.0,35,R32,6-3 7-6(3),Clay,T1,Berlin,28.52566735,200064,Amanda Coetzer,18.0,1327.0
3,56,20.54483231,200025,Ludmila Cervanova,135.0,191.0,36,R32,6-1 6-1,Clay,T1,Berlin,29.63997262,200112,Julie Halard Decugis,9.0,1892.0
3,56,28.36960986,200017,Arantxa Sanchez Vicario,11.0,1854.0,37,R32,6-4 5-7 6-2,Clay,T1,Berlin,18.54346338,200108,Elena Dementieva,31.0,880.0
